lemma;sentiment
просто прекрасный;1
просто прелесть;1
просто противно читать;-1
просто противно;-1
просто размазывать грязь;-1
просто рассыпаться;-1
просто сгорать;-1
просто сказка;1
просто сломаться;-1
просто спасение;1
просто супер;1
просто убого;-1
просто ужас;-1
просто ужасный качество;-1
просто ужасный;-1
просто чудесный;1
просто чудо;1
просто чушь;-1
просто шедевр;1
просто шикарно;1
просто шикарный;1
простой в использование;1
простой в обслуживание;1
простой в применение;1
простой в работа;1
простой в управление;1
простой в установка;1
простой в эксплуатация;1
простой доступный язык;1
простой и удобный в использование;1
простой и удобный использование;1
простой интерфейс;1
простой использование;1
простой конструкция;1
простой меню;1
простой настройка;1
простой обращение;1
простой обслуживание;1
простой понятный язык;1
простой применение;1
простой работа;1
простой удобный использование;1
простой управление;1
простой установка;1
простой уход;1
простой эксплуатация;1
просторный балкон;1
просторный интерьер;1
просторный помещение;1
просторный салон багажник;1
просторный уютный зал;1
простота в обслуживание;1
простота использование;1
простота обслуживание;1
простота установка;1
протекать бак;-1
протекать снизу;-1
противно садиться;-1
противно читать книга;-1
профессионал в свой дело;1
профессионал свой дело;1
профессионально быстро;1
профессионально и быстро;1
профессионально объяснять;1
профессионально отвечать на вопрос;1
профессионально отвечать;1
профессиональный обслуживание;1
профессиональный отношение;1
профессиональный официант;1
профессиональный персонал;1
профессиональный подход к клиент;1
профессиональный подход;1
профессиональный помощь;1
профессиональный работа;1
профессиональный решение;1
проходимость хороший;1
проходить быстро без проблема;1
проходить быстро и без проблема;1
проходить очень быстро;1
проходить четко;1
процедура занимать не много минута;1
процессор мощный;1
прочитывать залп;1
прочитывать с большой удовольствие;1
прочитывать с огромный удовольствие;1
прочный корпус;1
прочтение не советовать;-1
проявлять внимание;1
пружина торчать;-1
прямой нарушение;-1
пустой бессмысленный книга;-1
пустой книжка;-1
пустой персонаж;-1
пустой потратить время;-1
пустой сценарий;-1
пустой трата деньги;-1
пустой треп;-1
пылесос довольный;1
пылесос легкий;1
пылесос не советовать;-1
пылесос отличный;1
пылесос очень мощный;1
пытаться досматривать;-1
пытаться сдавать обратно;-1
работать без глюк;1
работать без нарекание;1
работать без проблема;1
работать безотказно;1
работать бесшумно;1
работать быстро;1
работать довольно тихо;1
работать достаточно тихо;1
работать идеально;1
работать исправно;1
работать крайне нестабильный;-1
работать не шумно;1
работать неадекватно;-1
работать отвратительно;-1
работать отлично;1
работать очень быстро;1
работать очень оперативно;1
работать очень тихо;1
работать очень хорошо;1
работать почти бесшумно;1
работать практически бесшумно;1
работать прекрасно;1
работать просто невозможно;-1
работать профессионал в свой дело;1
работать профессионал свой дело;1
работать профессионал;1
работать профессионально;1
работать с удовольствие;1
работать стабильно;1
работать ужасно;-1
работать хорошо;1
работать через пень колода;-1
работать через раз;-1
работать четко;1
работать шустро;1
равнодушный не оставаться;1
рад купить;1
рад обращаться;1
рад покупка;1
радовать глаз;1
радовать группа;1
радовать качество;1
радовать очень;1
радовать свой игра;1
радовать свой фанат;1
радовать сюжет;1
радоваться не долго;-1
радость не долгий;-1
разбираться легко;1
развиваться динамично;1
развлечение на любой вкус;1
развод на деньги;-1
разгон хороший;1
разгоняться быстро;1
разлетаться на мелкий кусочек;-1
различный гарнир;1
размещать очень быстро;1
размещение отвратительный;-1
разнообразный блюдо;1
разнообразный выпечка;1
разноплановый актер;1
разочарование год;-1
разочарование месяц;-1
разочарование нет предел;-1
разочарование полный;-1
разочарованный покупка;-1
разочаровывать в фирма;-1
разочаровывать ничто не сказать;-1
разочаровывать очень сильно;-1
разочаровывать полностью;-1
разумный деньги;1
располагать очень удачно;1
расположение отель очень удачный;1
расположение отель очень удобный;1
расторопный персонал;1
растягивать начало;-1
растягивать удовольствие;1
расход топливо не соответствовать;-1
рваный постельный белье;-1
рваный штора;-1
реально тихий;1
реально хороший;1
ребенок просто в восторг;1
ребята молодец;1
ребята не давать скучать;1
ребята просто супер;1
регулировка не поддаваться;-1
редкостный бред;-1
редкостный гадость;-1
редкостный муть;-1
режиссер бездарный;-1
режиссура великолепный;1
результат довольный;1
результат нет;-1
результат ноль;-1
результат нулевой;-1
результат отличный;1
результат превосходить весь ожидание;1
результат превосходить ожидание;1
рекомендовать воздерживаться от поездка;-1
рекомендовать все;1
рекомендовать данный ресторан;1
рекомендовать к прослушивание;1
рекомендовать к чтение;1
рекомендовать не покупать;-1
рекомендовать никто не становиться;-1
рекомендовать ознакомляться;1
рекомендовать покупать;1
рекомендовать послушать;1
рекомендовать почитать;1
рекомендовать прослушивание;1
рекомендовать прочитывать книга;1
рекомендовать прочитывать;1
рекомендовать слушать;1
рекомендовать сходить;1
рекомендовать чтение;1
ремонт дешевый;1
ремонтировать смысл нет;-1
ресторан неплохой;1
ресторан очень уютно;1
ресторан посуда грязный;-1
ресторан просто ужасный;-1
решать очень быстро;1
решаться очень оперативно;1
ровный звук;1
ровный счет ничто не происходить;-1
роман заставлять задумываться;1
роман категорически не понравиться;-1
роман отличный;1
роман очень интересный;1
рука вон плохо;-1
рука держать приятно;1
рука лежать удобно;1
руль легкий;1
ручка удобный;1
салат очень вкусный;1
салат прокисать;-1
салон греметь;-1
салон комфортно;1
салон неудобный;-1
салон огромный;1
салон очень просторный;1
салон очень удобный;1
салон приятный;1
салон просторный;1
салон скрипеть;-1
салон удобно;1
салон удобный;1
салон хороший;1
салфетка нет вообще;-1
салфетка нет;-1
сам перезагружаться;-1
самопроизвольный перезагрузка;-1
самый благоприятный впечатление;1
самый большой книжный разочарование;-1
самый большой минус;-1
самый большой плюс;1
самый высокий оценка;1
самый главный достоинство;1
самый главный недостаток;-1
самый главный плюс;1
самый дешевый колбаса;-1
самый дешевый продукт;-1
самый замечательный кухня;1
самый красивый фильм;1
самый любимая группа;1
самый любимая книга;1
самый любимый группа;1
самый любимый исполнитель;1
самый любимый сериал;1
самый любимый;1
самый необычный фильм;1
самый неудачный модель;-1
самый неудачный покупка;-1
самый неудачный;-1
самый нудный книга;-1
самый обидный;-1
самый отвратительный отель;-1
самый отвратительный;-1
самый плохой отель;-1
самый плохой принтер;-1
самый плохой;-1
самый пронзительный роман;1
самый скучный книга;-1
самый удачный;1
самый удобный банк;1
самый удобный;1
самый ужасный банк;-1
самый ужасный отдых;-1
самый ужасный отель;-1
самый ужасный отношение;-1
самый ужасный;-1
самый хороший впечатление;1
самый хороший группа;1
самый хороший исполнитель;1
самый хороший певец;1
самый хороший песня;1
самый хороший ресторан;1
самый хороший рэп исполнитель;1
самый хороший рэп;1
самый хороший рэпер;1
самый хороший сериал;1
самый хороший телефон;1
сантехника в ужасный состояние;-1
сантехника грязный;-1
сантехника хороший;1
сбалансированный звук;1
сбалансированный звучание;1
сборка качественный;1
сборка отвратительный;-1
сборка отличный;1
сборка плохой;-1
сборка ужасный;-1
сборка хороший;1
светлый история;1
свой деньги не стоить;-1
свой деньги отрабатывать;1
свой деньги стоить;1
свой задача не справляться;-1
свой обязанность справляться;1
свой функция выполнять отлично;1
свой функция не выполнять;-1
свой цена не оправдывать;-1
свой цена оправдывать;1
связь отличный;1
связь хороший;1
сгорать блок управление;-1
сгорать через месяц;-1
сгорать через полгода;-1
сгорать электроника;-1
сдавать в магазин;-1
сдавать назад в магазин;-1
сдавать обратно в магазин;-1
сдавать обратно;-1
сделать добротно;1
сделать из дешевый пластик;-1
сделать из хрупкий пластик;-1
сделать качественно;1
сделать на совесть;1
сделать очень быстро;1
сделать очень качественно;1
сделать очень оперативно;1
сделать ужасно;-1
сдыхать окончательно;-1
сдыхать через два месяц;-1
сдыхать через два неделя;-1
сдыхать через месяц;-1
сдыхать через неделя;-1
сдыхать через полгода;-1
семья довольный;1
семья очень довольный;1
сенсор хороший;1
сервис на ноль;-1
сервис ненавязчивый;1
сервис нет вообще;-1
сервис нет;-1
сервис никакой;-1
сервис ноль;-1
сервис нормальный;1
сервис нулевой;-1
сервис отвратительный;-1
сервис отличный;1
сервис отсутствовать;-1
сервис просто нет;-1
сервис ужасный;-1
сериал отличный;1
серьезный недостаток;-1
сигнал отвратительный;-1
сидение не удобный;-1
сидение неудобный;-1
сидение удобный;1
сидеть идеально;1
сидеть не удобно;-1
сидеть неудобно;-1
сидеть отлично;1
сидеть очень удобно;1
сидеть удобно;1
сидеть хорошо;1
сильно вдохновлять;1
сильно вонять;-1
сильно греться;-1
сильно жалеть;-1
сильно мешать работа;-1
сильно нагреваться;-1
сильно не шуметь;1
сильно пахнуть пластмасса;-1
сильно пожалеть;-1
сильно понравиться;1
сильно разочарованный;-1
сильно разочаровывать;-1
сильно тормозить;-1
сильно тупить;-1
сильно фонить;-1
сильный вибрация;-1
сильный голос;1
сильный фоновый шум;-1
симпатичный дизайн;1
симпатичный интерьер;1
система зависать;-1
система не работать;-1
сказать разочаровывать ничто не сказать;-1
сказать спасибо банка;1
сказать спасибо сотрудник;1
сказать сразу фильм не понравиться;-1
сказать сразу фильм понравиться;1
сказочный интерьер;1
скатерть грязный;-1
скользить в рука;-1
скользить рука;-1
скользкий корпус;-1
скорость отличный;1
скрипеть все;-1
скрипеть салон;-1
скучать не приходиться;1
скучать некогда;1
скучно ужасно;-1
скучный детектив;-1
скучный и нудный книга;-1
скучный концовка;-1
скучный нудный книга;-1
слабенький сюжет;-1
слабенький фильм;-1
слабоватый батарея;-1
слабоватый камера;-1
слабый аккумулятор;-1
слабый батарейка;-1
слабый батарея;-1
слабый динамик;-1
слабый игра;-1
слабый камера;-1
слабый кино;-1
слабый лакокрасочный покрытие;-1
слабый мотор;-1
слабый процессор;-1
слава бог продавать;-1
слаженный работа коллектив;1
слаженный работа сотрудник;1
слаженный работа;1
слегка затягивать;-1
слетать прошивка;-1
слипаться макароны;-1
слишком вкусно;1
слишком много ляп;-1
слишком много мат;-1
слишком мягкий;-1
слишком шаблонно;-1
словесный понос;-1
слово красивый;1
словоблудие автор;-1
сложно отрываться;1
слой плесень;-1
сломаться блок управление;-1
сломаться в первый день;-1
сломаться во второй день;-1
сломаться датчик;-1
сломаться компрессор холодильный камера;-1
сломаться компрессор;-1
сломаться мало через год;-1
сломаться мало через месяц;-1
сломаться на второй день;-1
сломаться на третий день;-1
сломаться окончательно;-1
сломаться опять;-1
сломаться переключатель;-1
сломаться помпа;-1
сломаться после месяц использование;-1
сломаться почти сразу;-1
сломаться при первый использование;-1
сломаться ровно через год;-1
сломаться спустя год;-1
сломаться спустя месяц;-1
сломаться сразу после окончание гарантия;-1
сломаться термостат;-1
сломаться тэн;-1
сломаться через два месяц;-1
сломаться через месяц после покупка;-1
сломаться через месяц;-1
сломаться через неделя использование;-1
сломаться через неделя;-1
сломаться через несколько месяц;-1
сломаться через пара месяц;-1
сломаться через три месяц;-1
сломаться через три неделя;-1
сломаться экран;-1
сломаться электроника;-1
слушать вообще невозможный;-1
слушать не надоедать;1
слушать с большой удовольствие;1
слушать с удовольствие;1
смартфон отличный;1
смело брать;1
смело рекомендовать;1
смертный скука;-1
смотреть в обязательный порядок;1
смотреть однозначно;1
смотреть откровенно скучно;-1
смотреть просто скучно;-1
смотреть тошно;-1
смотреться отлично;1
смотреться очень стильно;1
смотреться стильно;1
смысл в книга не находить;-1
снимать отлично;1
снимать потрясающе;1
снимать превосходно;1
снимать ужасно;-1
снимок отличный;1
снова переставать работать;-1
снова сломаться;-1
собирать все в куча;-1
собирать качественно;1
совершенно блеклый;-1
совершенно не оправдывать ожидание;-1
совершенно не справляться;-1
совершенно не уметь играть;-1
совершенно непродуманный;-1
совершенно никакой эмоция;-1
совершенно очаровательный;1
совершенно убогий;-1
совершенно чудесный;1
совет не брать;-1
совет не покупать;-1
советовать все послушать песня;1
советовать все послушать;1
советовать все посмотреть фильм;1
советовать все посмотреть;1
советовать все;1
советовать заведение;1
советовать не брать;-1
советовать не покупать;-1
советовать познакомиться с творчество;1
советовать покупать;1
советовать послушать все;1
советовать послушать;1
советовать прослушивать;1
советовать прочитывать все;1
советовать прочитывать книга;1
советовать прочитывать;1
советовать слушать;1
совсем не оправдывать ожидание;-1
совсем не понимать книга;-1
совсем не работать;-1
совсем недорого;1
совсем переставать работать;-1
совсем уныло;-1
согласие не давать;-1
сожаление книга не понравиться;-1
сомнительный качество;-1
сомнительный чтиво;-1
соотношение цена и качество идеальный;1
соотношение цена качество идеальный;1
состав подбирать идеально;1
составлять жалоба;-1
состоять из штамп;-1
сотрудник банк очень вежливый;1
сотрудник всегда вежливый;1
сотрудник всегда готовый помогать;1
сотрудник всегда помогать;1
сотрудник всегда приветливый;1
сотрудник грамотно и профессионально отвечать на вопрос;1
сотрудник грамотно и профессионально отвечать;1
сотрудник грамотно профессионально отвечать на вопрос;1
сотрудник грамотно профессионально отвечать;1
сотрудник доброжелательный;1
сотрудник некомпетентный;-1
сотрудник огромный спасибо;1
сотрудник очень внимательный;1
сотрудник очень доброжелательный;1
сотрудник приветливый;1
сотрудник хороший;1
спасибо актерский состав;1
спасибо анимационный команда;1
спасибо бармен;1
спасибо большой банка;1
спасибо большой за помощь;1
спасибо большой ресторан;1
спасибо большой;1
спасибо все коллектив ресторан;1
спасибо все работник отель;1
спасибо все работник;1
спасибо все сотрудник банк;1
спасибо все сотрудник отель;1
спасибо все сотрудник;1
спасибо за качественный обслуживание;1
спасибо за отзывчивость;1
спасибо за отличный отдых;1
спасибо за помощь;1
спасибо за прекрасный обслуживание;1
спасибо коллектив;1
спасибо команда ресторан;1
спасибо команда;1
спасибо менеджер;1
спасибо обслуживающий персонал;1
спасибо огромный сотрудник;1
спасибо огромный;1
спасибо отличный отдых;1
спасибо персонал отель;1
спасибо персонал;1
спасибо представитель банк;1
спасибо представитель от банк;1
спасибо прекрасный отдых;1
спасибо производитель;1
спасибо работник;1
спасибо ребята;1
спасибо руководитель;1
спасибо руководство;1
спасибо сотрудник банк;1
спасибо сотрудник отделение;1
спасибо сотрудник офис;1
спасибо сотрудник;1
спасибо сотрудница;1
спасибо специалист;1
спасибо шеф-повар;1
спина не уставать;1
сплошной брак;-1
сплошной вода;-1
сплошной глюк;-1
сплошной достоинство;1
сплошной кошмар;-1
сплошной ляп;-1
сплошной минус;-1
сплошной недоразумение;-1
сплошной недостаток;-1
сплошной плюс;1
сплошной проблема;-1
сплошной разочарование;-1
сплошной расстройство;-1
сплошной розовый сопли;-1
сплошной удовольствие;1
сплошной чернуха;-1
сплошной шаблон;-1
спокойный интерьер;1
справляться отлично;1
справляться с свой обязанность;1
справляться свой задача отлично;1
срабатывать через раз;-1
сразу выкидывать;-1
сразу не работать;-1
сразу понравиться;1
сразу разочаровываться;-1
сразу сломаться;-1
сразу фильм понравиться;1
стабильный работа;1
стабильный скорость;1
ставить два звезда;-1
ставить кол;-1
ставить плюс;1
ставить твердый пятерка;1
стакан мутный;-1
сталкиваться с такой проблема;-1
становиться главный разочарование;-1
становиться любимый место;1
становиться любимый фильм;1
становиться настолько скучно;-1
становиться последний капля;-1
становиться постоянный гость;1
становиться работать плохо;-1
становиться самый любимый;1
стараться находить индивидуальный подход к клиент;1
стараться находить индивидуальный подход;1
староватый мебель;-1
старый грязный мебель;-1
старый убогий номер;-1
стекло взрываться;-1
стекло потеть;-1
стекло разлетаться;-1
стена обшарпанный;-1
стиль отсутствовать;-1
стильно смотреться;1
стильный дизайн;1
стильный корпус;1
стильный место;1
стильный оформление;1
стильный очень;1
стильный телефон;1
стирать отлично;1
сто раз пожалеть купить;-1
сто раз пожалеть;-1
стоить послушать;1
стоить сходить;1
стол заваливать грязный посуда;-1
столовая очень грязно;-1
столовая очень грязный;-1
столовая постоянно очередь;-1
столовка грязный;-1
стоять свой деньги;1
странный чтиво;-1
строгий дизайн;1
суд подавать;-1
суп хороший;1
супер вещь;1
супер во все;1
супер все;1
супер голос;1
супер группа;1
супер звук;1
супер камера;1
супер музыка;1
супер песня;1
супер телефон;1
сцена предсказуемый;-1
сцена ужасный;-1
сценарий отвратительный;-1
сценарий прекрасный;1
сценарий убогий;-1
сценарий ужасный;-1
счастливый обладатель;1
считать день отъезд;-1
считать такой работник можно гордиться;1
считать что такой работник можно гордиться;1
сыграть высоко всякий похвала;1
сыграть очень достойно;1
сыграть просто блестяще;1
сыграть просто потрясающе;1
сыграть свой роль отлично;1
сыпаться все;-1
сырой книга;-1
сырой прошивка;-1
сюда ни нога;-1
сюжет бредовый;-1
сюжет вялый;-1
сюжет держать напряжение;1
сюжет завораживать;1
сюжет как таковой отсутствовать;-1
сюжет настолько предсказуемый;-1
сюжет не захватывать;-1
сюжет нет вообще;-1
сюжет ноль;-1
сюжет нулевой;-1
сюжет оставлять желать хороший;-1
сюжет отвратительный;-1
сюжет очень интересный;1
сюжет очень понравиться;1
сюжет полный бред;-1
сюжет пресный;-1
сюжет просто нет;-1
сюжет просто никакой;-1
сюжет рваный;-1
сюжет скучноватый;-1
сюжет совершенно не понравиться;-1
сюжет стоять на место;-1
сюжет убогий;-1
сюжет ужасный;-1
сюжет хромать;-1
сюжетный линия отсутствовать;-1
сюжетный нагрузка не нести;-1
так держать;1
так жалко потратить время;-1
так и не получать ответ;-1
так не оставлять;-1
так обманывать;-1
так органично;1
так писать нельзя;-1
так приятно;1
так увлекать;1
также интересный;1
также не понравиться;-1
также оставлять желать хороший;-1
также очень понравиться;1
также понравиться;1
также порадовать;1
также приятно;1
также радовать;1
такой ахинея;-1
такой банальщина;-1
такой барахло;-1
такой бардак;-1
такой бездарный;-1
такой безобразие;-1
такой беспредел;-1
такой бред не читать давно;-1
такой бред не читать;-1
такой грязь нигде не видеть;-1
такой деньги не стоить;-1
такой дребедень;-1
такой замечательный место;1
такой замечательный сотрудник;1
такой занудство;-1
такой качественный;1
такой классный;1
такой книга нужно читать;1
такой кошмар не встречать;-1
такой муть;-1
такой наглость;-1
такой некачественный;-1
такой низкий качество;-1
такой отвратительный отель;-1
такой отвратительный сервис;-1
такой отвратительный;-1
такой отзывчивый сотрудник;1
такой отзывчивый;1
такой откровенный бред;-1
такой откровенный хамство;-1
такой отстой;-1
такой плохой отель;-1
такой подстава;-1
такой приветливый;1
такой примитивизм;-1
такой приятный место;1
такой работник можно гордиться;1
такой разочарование;-1
такой сильный впечатление;1
такой скудный питание не видеть;-1
такой скудный питание;-1
такой убожество;-1
такой ужас не видеть нигде;-1
такой ужас;-1
такой ужасный отдых;-1
такой ужасный отель не видеть;-1
такой ужасный отель не встречать;-1
такой ужасный отель;-1
такой ужасный;-1
такой фильм нужно смотреть;1
такой хамский отношение;-1
такой хамство;-1
такой хлам;-1
такой шлак;-1
талантливый группа;1
талантливый исполнитель;1
талантливый музыкант;1
талантливый парень;1
талантливый певец;1
талантливый певица;1
талантливый ребята;1
талантливый человек;1
твердый двойка;-1
твердый единица;-1
твердый пятерка;1
творческий импотенция;-1
творчество нравиться;1
текст шикарный;1
телефон замечательный;1
телефон классный;1
телефон красивый;1
телефон легкий;1
телефон не плохой;1
телефон неплохой;1
телефон нормальный;1
телефон нравиться;1
телефон отличный;1
телефон отстой;-1
телефон очень довольный;1
телефон очень нравиться;1
телефон очень понравиться;1
телефон очень хороший;1
телефон полностью устраивать;1
телефон понравиться;1
телефон прекрасный;1
телефон приятный;1
телефон просто отличный;1
телефон просто супер;1
телефон работать нормально;1
телефон супер;1
телефон тонкий;1
телефон тупить;-1
телефон удобный;1
телефон ужасный;-1
телефон устраивать;1
телефон хороший;1
температура не регулироваться;-1
теперь любимый ресторан;1
теперь мучиться;-1
теперь очень жалеть;-1
теперь рекомендовать;1
теплый атмосфера;1
теплый воспоминание;1
теплый и уютный атмосфера;1
теплый книга;1
теплый слово;1
теплый уютный атмосфера;1
терпеливо отвечать;1
терпеливый отношение;1
территория в отель грязный;-1
территория в отель не ухоженный;-1
территория в отель неухоженный;-1
территория достаточно большой;1
территория не убираться;-1
территория отель грязный;-1
территория отель достаточно большой;1
территория отель не ухоженный;-1
территория отель неухоженный;-1
территория отель очень большой и красивый;1
территория отель очень большой красивый;1
территория отель очень ухоженный;1
территория отель ухоженный;1
территория отель чистый;1
территория отель шикарный;1
территория отличный;1
территория чистый и ухоженный;1
территория чистый ухоженный;1
терять деньги;-1
терять клиент;-1
терять связь компьютер;-1
терять связь с компьютер;-1
терять связь;-1
течь вода;-1
течь салон;-1
тихий динамик;-1
тихий звонок;-1
тихий звук;-1
тихий и спокойный место;1
тихий кулер;1
тихий спокойный место;1
тихий стирка;1
тихий ужас;-1
тоже довольный;1
тоже кошмар;-1
тоже не айс;-1
тоже не работать;-1
тоже не соответствовать;-1
тоже неплохой;1
тоже нравиться;1
тоже отлично;1
тоже отличный;1
тоже очень вкусный;1
тоже очень интересный;1
тоже очень понравиться;1
тоже очень приятно;1
тоже очень удобно;1
тоже очень хороший;1
тоже плюс;1
тоже понравиться;1
тоже порадовать;1
тоже приятный;1
тоже радовать;1
тоже советовать;1
тоже удобно;1
тоже удобный;1
тоже хороший;1
толком не раскрывать;-1
только время зря потратить;-1
только плюс;1
только положительный впечатление;1
только положительный эмоция;1
только приятный впечатление;1
только радовать;1
только с хороший сторона;1
только хороший впечатление;1
только хороший сторона;1
тонкий железо;-1
тонкий корпус;1
топорный игра;-1
топорный работа;-1
тормоз отличный;1
тормозить жутко;-1
тормозить постоянно;-1
тормозить ужасно;-1
точный попадание в образ;1
трата деньги время;-1
трата деньги и время;-1
требовать возврат деньги;-1
требовать возврат;-1
требовать разбираться;-1
треснуть чаша;-1
треснуть через месяц;-1
третьесортный фильм;-1
трогательный кино;1
трогать за душа;1
труд досматривать фильм;-1
туалетный бумага не давать;-1
туалетный чтение;-1
тупой герой;-1
тупой диалог;-1
тупой телефон;-1
тупой фраза;-1
тупой язык;-1
тупость главный герой;-1
тусклый персонаж;-1
тусклый экран;-1
тухлый овощ;-1
тяжелый руль;-1
убирать номер очень плохо;-1
убирать отлично;1
убираться ежедневно;1
убираться хорошо;1
убогий диалог;-1
убогий игра;-1
убогий машина;-1
убогий место;-1
убогий стиль;-1
убогий сцена;-1
убогий сюжет;-1
уборка делать каждый день;1
уборка ежедневно;1
уборка номер ежедневно;1
уборка номер отличный;1
уборка отличный;1
уважать творчество;1
уверенно держать дорога;1
уверенно держать на дорога;1
уверенно держать;1
уверенно чувствовать;1
увлекательный зрелище;1
увлекать от первый страница;1
увлекать с первый страница;1
угол обзор широкий;1
уголовный дело;-1
угораздить купить;-1
угораздить попадать отель;-1
удаваться передавать атмосфера;1
удачный местоположение;1
удачный покупка;1
удивительно скучный;-1
удивительный актер;1
удивительный интерьер;1
удивительный история;1
удивительный картина;1
удивительный книга;1
удивлять оперативность;1
удивлять отсутствие очередь;1
удивлять свой разнообразие;1
удивлять такой количество положительный отзыв;-1
удобно брать;1
удобно держать в рука;1
удобно держать рука;1
удобно заливать;1
удобно использовать;1
удобно лежать в рука;1
удобно пользоваться;1
удобно располагать;1
удобно сидеть в рука;1
удобно складываться;1
удобно управлять;1
удобный автомобиль;1
удобный багажник;1
удобный в обращение;1
удобный в управление;1
удобный в эксплуатация;1
удобный вещь;1
удобный дизайн;1
удобный и понятный управление;1
удобный интернет банк;1
удобный интерфейс;1
удобный использование;1
удобный клавиатура;1
удобный клавиша;1
удобный кнопка;1
удобный корпус;1
удобный кресло;1
удобный личный кабинет;1
удобный машина;1
удобный машинка;1
удобный мебель;1
удобный меню;1
удобный место;1
удобный мобильный банк;1
удобный мобильный приложение;1
удобный навигация;1
удобный номер;1
удобный ношение;1
удобный обращение;1
удобный панель;1
удобный плеер;1
удобный пользование;1
удобный понятный управление;1
удобный посадка голова;1
удобный посадка;1
удобный применение;1
удобный пульт;1
удобный расположение конфорка;1
удобный расположение отель;1
удобный расположение полка;1
удобный расположение;1
удобный регулировка;1
удобный регулятор;1
удобный режим;1
удобный салон;1
удобный сидение;1
удобный столик;1
удобный таймер;1
удобный телефон;1
удобный управление;1
удобный установка;1
удобный форма;1
удобный функция;1
удобный штука;1
удобный эксплуатация;1
удобный электронный управление;1
удобство использование;1
удобство эксплуатация;1
удовольствие вернуться отель;1
удовольствие доставлять;1
удовольствие не доставлять;-1
