word;polarity
перебить;0.150
отважный;0.150
закомплексованный;0.150
ужасать;0.150
тупейший;0.150
бодренький;0.150
вперед;0.150
произойти;0.150
рутинный;0.150
культурный;0.150
убирать;0.150
выскользнуть;0.150
перечитанный;0.150
догнать;0.150
заряженный;0.150
ложка;0.150
задать;0.150
шипеть;0.150
заканчиваться;0.150
пересчитать;0.150
выша;0.150
меломан;0.150
по-дурацки;0.150
раскрыться;0.150
питать;0.150
поразмышлять;0.150
многообещающ;0.150
взбалмошный;0.150
заставка;0.150
жесткость;0.150
воедино;0.150
короча;0.150
разговор;0.150
недоставать;0.149
мотивированный;0.149
добиться;0.149
сказанный;0.149
вдоволь;0.149
буйный;0.149
угрюмый;0.149
ненатуральный;0.149
содранный;0.149
приближение;0.149
подсвечивать;0.149
трюк;0.149
средства;0.149
подключать;0.149
скучища;0.149
хотяб;0.149
вновь;0.149
мелодия;0.149
ныне;0.149
переименовать;0.149
перечисление;0.149
петь;0.149
путешествовать;0.149
подбор;0.149
мигать;0.149
ручка;0.149
квадратик;0.149
японский;0.149
приоритет;0.149
лживый;0.149
безмятежный;0.149
медленый;0.149
исправный;0.149
выдохнуться;0.149
сюрреалистичный;0.149
штамп;0.149
квестой;0.149
постичь;0.148
скин;0.148
стереотипный;0.148
приевшийся;0.148
мечтательный;0.148
рассмешить;0.148
мень;0.148
ксеноновый;0.148
поломаться;0.148
пионерский;0.148
подбирать;0.148
безрезультатно;0.148
печаль;0.148
недельный;0.148
продавать;0.148
покоробить;0.148
райский;0.148
битный;0.148
паче;0.148
стенка;0.148
экспрессивный;0.148
зевота;0.148
мохнатый;0.148
ментальный;0.148
регулировка;0.148
занятой;0.148
вдвое;0.148
по-новому;0.148
мафиозный;0.148
укладываться;0.148
подчас;0.148
определение;0.148
повесить;0.148
аський;0.148
философия;0.148
вещица;0.148
страстно;0.148
глотать;0.148
очарование;0.148
творение;0.148
групповой;0.148
командный;0.148
орало;0.148
благодарить;0.148
вылетать;0.147
просто-таки;0.147
начало;0.147
латиноамериканский;0.147
озабоченный;0.147
понятый;0.147
повзрослеть;0.147
смысл;0.147
здравомыслящий;0.147
сабрин;0.147
вспомогательный;0.147
инетый;0.147
пользоватся;0.147
коридорный;0.147
скандальный;0.147
сюрприз;0.147
нет-нет;0.147
неловкость;0.147
рассказик;0.147
отвечать;0.147
утруждать;0.147
стиль;0.147
декорация;0.147
акум;0.147
скорострельный;0.146
сработать;0.146
коктейль;0.146
алчный;0.146
пересесть;0.146
надоедливый;0.146
замечание;0.146
комбинация;0.146
хароший;0.146
критиковать;0.146
беззвучный;0.146
пропасть;0.146
разделять;0.146
негритенок;0.146
консервативный;0.146
педантичный;0.146
гиперболизировать;0.146
отрывок;0.146
романтика;0.146
запись;0.146
нечувствительный;0.146
стихотворный;0.146
гига;0.146
финансовый;0.146
прикраса;0.146
крышечка;0.146
прочь;0.146
лимоновый;0.146
насыщенно;0.146
умалять;0.146
раздражение;0.146
похвалить;0.146
фотиков;0.146
по-человечески;0.146
стекло;0.146
злость;0.146
перекос;0.146
подразумевать;0.146
перепутанный;0.146
романный;0.146
начинаться;0.146
влитый;0.146
единичный;0.145
направо;0.145
цена-качество;0.145
метафора;0.145
переделывать;0.145
подсказывать;0.145
опускать;0.145
заносить;0.145
разъем;0.145
деть;0.145
выпирать;0.145
копать;0.145
патологический;0.145
кадр;0.145
непоследовательный;0.145
переврать;0.145
зловещий;0.145
наиболее;0.145
претендующий;0.145
гореть;0.145
перенастроить;0.145
разнести;0.145
планировать;0.145
жаждать;0.145
дьявольский;0.145
интересующийся;0.145
разноцветный;0.145
исправленный;0.145
небытие;0.145
боль;0.145
бонус;0.145
каяться;0.145
утомить;0.145
ущербный;0.145
боком;0.145
подешевле;0.145
бессердечный;0.145
присматриваться;0.145
крикнуть;0.145
богато;0.144
скрипучий;0.144
режиссерский;0.144
