es Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
debilitara	weaken	0	-1	0	-1	0	1	0	-1	0
describiendo	describe	0	0	0	1	0	0	1	0	1
desplegados	deploy	0	0	0	0	1	1	1	0	1
clasificación	classify	0	0	0	1	0	1	1	0	0
primos	want	1	0	1	0	0	1	1	0	1
220/	control	1	0	1	0	1	1	1	0	1
interesemos	be	0	1	0	0	0	0	1	0	1
remitiese	go	0	0	0	0	0	0	1	0	0
flexibilizarse	make	0	0	0	1	0	0	1	0	0
genocidios	act	0	0	0	0	0	0	1	0	0
controlarse	be	0	1	0	0	0	0	1	0	1
acallarse	be	0	1	0	0	0	0	1	0	1
amenazaban	threaten	0	-1	-1	-1	0	1	1	-1	-1
negociadoras	negotiate	1	1	1	1	1	1	1	0	1
reclamarle	receive	1	1	1	0	1	1	1	0	1
progresiva	phase	0	0	0	1	1	0	1	0	0
lograrse	be	0	1	0	0	0	0	1	0	1
barullo	rush	0	0	-1	-1	1	1	1	-1	0
achaco	blame	-1	-1	-1	-1	-1	1	1	-1	-1
sentido	sense	0	0	0	0	1	0	1	0	0
sordina	inhibit	0	0	0	-1	0	1	0	-1	0
manifestantes	demonstrate	0	0	1	1	0	1	1	0	1
apartaría	turn	0	0	0	0	0	0	1	0	0
instauradas	place	0	0	1	1	1	1	1	0	1
incumbían	be	0	1	0	0	0	0	1	0	1
fogosidad	mislead	0	-1	0	-1	0	1	0	-1	0
montes	mount	1	1	1	0	1	1	1	0	1
48	follow	0	0	1	1	1	1	1	0	1
iniciadora	initiate	1	1	1	1	1	1	1	0	1
balas	be	0	1	0	0	0	0	1	0	1
alimentan	feed	1	1	1	1	0	1	1	1	1
45	figure	0	0	0	0	0	0	0	0	0
invocó	invoke	1	1	1	1	1	1	1	0	1
43	follow	0	0	1	1	1	1	1	0	1
sumarla	be	0	1	0	0	0	0	1	0	1
concretaran	pin	0	0	-1	-1	0	1	0	-1	0
prohibieran	ban	0	-1	-1	-1	0	1	1	0	0
deponer	down	0	0	0	0	0	0	1	0	0
Johannesburgo	approach	0	1	1	0	1	1	1	0	1
serrines	cause	-1	-1	0	0	0	-1	0	0	0
arrebatarles	relinquish	0	1	1	1	-1	1	1	0	-1
monten	do	1	1	1	0	0	1	1	0	1
interpelantes	set	0	0	1	1	1	1	1	0	1
paliarlas	give	0	1	1	0	0	0	1	0	1
radiofónicos	radio	0	0	1	0	0	1	1	0	1
motivaron	lead	0	1	1	1	1	0	1	0	1
solapado	hide	0	0	0	0	0	0	1	1	0
adecua	line	0	0	0	0	1	0	1	0	1
encarcelada	imprison	0	-1	-1	-1	0	1	0	-1	0
islandés	do	1	1	1	0	0	1	1	0	1
asisten	attend	1	1	1	1	1	1	1	0	1
solapada	sort	0	0	0	1	0	1	1	0	0
recortada	cut	0	0	0	-1	0	0	1	0	0
subsanar	remedy	0	0	0	0	0	0	1	0	1
indujera	be	0	1	0	0	0	0	1	0	1
desvinculados	detach	0	0	-1	-1	0	1	0	-1	0
recortado	cut	0	0	0	-1	0	0	1	0	0
despejado	clear	0	1	1	1	1	1	1	0	1
proporcionarnos	provide	1	1	1	1	1	1	1	0	1
despejada	clear	0	1	1	1	1	1	1	0	1
originan	cause	-1	-1	0	0	0	-1	0	0	0
desembocando	result	0	0	0	0	1	0	1	0	0
delinquen	commit	-1	-1	0	0	-1	0	1	0	-1
insegura	term	1	1	0	1	1	1	0	0	0
pido	ask	0	0	0	0	1	1	1	0	0
anzuelo	fall	0	0	0	-1	-1	0	1	0	-1
pida	ask	0	0	0	0	1	1	1	0	0
extraditarles	arrest	0	0	-1	-1	1	1	1	-1	1
limiten	limit	0	0	0	-1	0	1	1	0	0
pide	call	0	0	1	1	0	1	1	0	1
discográfica	record	1	1	1	1	1	1	1	0	1
establecerán	be	0	1	0	0	0	0	1	0	1
CEI	state	0	1	1	1	0	1	1	0	0
limites	limit	0	0	0	-1	0	1	1	0	0
caracteriza	be	0	1	0	0	0	0	1	0	1
estallan	break	0	0	-1	-1	1	1	1	0	1
acordé	remember	1	1	1	1	1	1	1	1	1
extrañamente	include	1	1	1	1	1	1	1	1	0
«	entitle	1	1	0	1	0	1	1	1	0
ejercitado	exercise	1	1	1	1	1	1	1	0	1
CET	rely	0	0	1	0	1	0	1	0	1
impugnó	contest	0	0	-1	0	0	1	1	0	-1
CES	say	0	0	0	0	0	0	1	0	0
perecieron	die	0	1	0	-1	-1	1	1	0	-1
estallar	break	0	0	-1	-1	1	1	1	0	1
recordábamos	remind	1	1	1	1	0	1	1	0	0
evaporase	count	0	0	1	1	1	1	1	0	1
confinadas	confine	0	0	0	-1	0	1	0	-1	0
viéramos	see	1	1	1	1	1	1	1	0	1
especialicen	refuse	0	0	-1	-1	0	1	1	-1	0
repugnan	be	0	1	0	0	0	0	1	0	1
ratificasen	ratify	1	1	1	1	1	1	1	0	1
casan	marry	1	1	1	1	1	1	1	1	1
residía	live	1	1	1	1	1	1	1	0	1
irrumpe	be	0	1	0	0	0	0	1	0	1
recepciones	function	0	1	0	1	1	1	1	0	0
apisonadora	power	1	0	0	0	0	0	1	0	1
autoabastecimiento	rate	0	1	0	1	0	0	1	0	0
conocedora	be	0	1	0	0	0	0	1	0	1
resumirá	outline	1	1	1	1	1	1	1	0	1
casar	marry	1	1	1	1	1	1	1	1	1
resumiré	sum	0	0	0	1	0	1	1	0	0
cámaras	house	1	1	0	1	1	1	1	1	1
desfavorecer	hinder	0	-1	0	-1	0	1	0	-1	0
chantaje	blackmail	0	-1	-1	-1	0	1	0	-1	1
reformarla	reform	1	1	0	1	0	1	1	0	1
-acaso	go	0	0	0	0	0	0	1	0	0
deseamos	want	1	0	1	0	0	1	1	0	1
retrocesión	plunge	0	-1	0	-1	0	0	1	-1	0
repentino	surge	0	0	0	0	0	0	1	0	0
deontología	code	1	1	0	1	0	1	1	0	0
autónomamente	own	0	1	1	1	1	1	1	0	1
cumplimentado	complete	1	1	1	1	1	1	1	0	1
repentina	surge	0	0	0	0	0	0	1	0	0
titulado	entitle	1	1	0	1	0	1	1	1	0
torres	know	1	1	1	0	1	1	1	0	1
parten	be	0	1	0	0	0	0	1	0	1
cotizan	list	0	0	0	1	0	0	1	0	1
parapeta	hide	0	0	0	0	0	0	1	1	0
titulada	entitle	1	1	0	1	0	1	1	1	0
interfiriendo	interfere	0	-1	0	0	0	1	0	0	0
seduciendo	take	1	1	1	0	1	1	1	0	1
incalificable	aim	0	0	0	1	1	0	1	0	1
partes	side	0	0	0	0	1	0	1	0	0
a	give	0	1	1	0	0	0	1	0	1
PAC-	reform	1	1	0	1	0	1	1	0	1
recaerá	be	0	1	0	0	0	0	1	0	1
malentendido	misunderstand	0	-1	-1	-1	-1	1	1	0	-1
titubeando	falter	0	-1	0	-1	0	1	0	0	1
ellas	include	1	1	1	1	1	1	1	1	0
anticonstitucional	incur	0	0	0	0	0	0	1	0	0
salvajadas	sort	0	0	0	1	0	1	1	0	0
impugno	contest	0	0	-1	0	0	1	1	0	-1
obedecer	obey	0	1	1	1	0	1	1	-1	1
repartirlas	distribute	1	1	1	0	1	1	1	0	1
acorde	line	0	0	0	0	1	0	1	0	1
redistribuir	be	0	1	0	0	0	0	1	0	1
impugna	contest	0	0	-1	0	0	1	1	0	-1
impugne	challenge	0	1	-1	-1	1	1	1	-1	0
reivindican	claim	1	1	1	0	1	1	1	0	1
Cumplirá	meet	0	1	1	1	1	1	1	0	1
golpeaba	be	0	1	0	0	0	0	1	0	1
despegado	take	1	1	1	0	1	1	1	0	1
etapas	stage	0	1	1	1	1	0	1	0	1
Yeltsin	back	1	1	1	1	1	1	1	1	1
enfrentan	face	0	0	0	0	1	1	1	0	1
obedecen	be	0	1	0	0	0	0	1	0	1
organismo	structure	1	1	0	1	1	1	1	0	0
declamación	empty	0	0	0	1	0	0	1	0	0
intencionados	deliberate	0	0	0	-1	0	1	1	0	0
ella-	explain	1	1	0	1	0	1	1	0	1
preferible	be	0	1	0	0	0	0	1	0	1
recargo	levy	1	0	1	1	1	0	1	0	1
excursión	go	0	0	0	0	0	0	1	0	0
recarga	charge	-1	0	0	-1	1	1	1	-1	1
parte-	shoulder	0	0	0	0	0	1	1	0	1
beneficiario	benefit	1	1	0	1	1	1	1	1	1
aditivo	add	1	1	1	1	1	0	1	0	1
representen	represent	0	1	0	1	0	1	1	0	0
estudiará	consider	1	1	1	1	1	1	1	0	1
parlamentarios	elect	1	1	1	1	1	1	1	1	1
aceptaran	accept	1	1	1	1	1	1	1	0	1
sustituirlas	replace	0	1	0	0	1	1	1	0	1
estudiaré	look	0	1	1	0	0	0	1	0	1
evitados	avoid	-1	1	-1	0	1	-1	1	0	1
lamentan	regret	-1	0	-1	-1	-1	-1	1	0	-1
dólar	rate	0	1	0	1	0	0	1	0	0
precia	claim	1	1	1	0	1	1	1	0	1
reformitas	reform	1	1	0	1	0	1	1	0	1
precie	name	0	1	1	1	1	1	1	0	1
desistan	deter	0	0	0	-1	0	1	1	-1	0
ventures	venture	0	0	1	0	1	1	1	0	1
devolveré	refer	1	1	1	1	0	1	1	1	1
precio	price	0	0	1	1	1	0	1	0	1
realizarlas	carry	0	1	1	0	0	1	1	0	0
Equasis	need	0	1	1	0	0	1	1	0	0
facultativas	be	0	1	0	0	0	0	1	0	1
aprehensión	seize	0	0	0	0	1	0	1	-1	1
lamentar	regret	-1	0	-1	-1	-1	-1	1	0	-1
parlamento	elect	1	1	1	1	1	1	1	1	1
entiendan	understand	1	1	1	1	1	1	1	0	1
julio	be	0	1	0	0	0	0	1	0	1
muerdan	pull	0	0	0	0	0	0	1	0	0
sustrayendo	take	1	1	1	0	1	1	1	0	1
informarían	inform	1	1	1	1	0	1	1	1	0
injustificadas	be	0	1	0	0	0	0	1	0	1
oxígeno	breathe	0	1	0	0	1	1	1	0	1
acarree	lead	0	1	1	1	1	0	1	0	1
configuración	shape	1	1	0	1	1	1	1	0	0
acarrea	bring	0	0	1	1	0	0	1	0	0
adaptándolo	adapt	0	1	1	1	1	1	1	0	1
distanciando	distance	0	0	0	0	0	1	1	0	0
cobardemente	fashion	1	0	0	-1	1	0	1	0	1
displicente	matter	0	0	0	-1	0	1	1	0	0
sustanciado	conclude	1	1	1	1	0	1	1	0	1
hospital	field	0	0	1	1	1	1	1	0	0
abastezca	supply	0	0	1	1	1	1	1	0	1
consuetudinarias	commit	-1	-1	0	0	-1	0	1	0	-1
Expresa	reiterate	0	1	0	1	1	1	1	0	0
guerreros	play	1	1	1	1	1	1	1	0	1
creadas	create	1	1	0	1	1	1	1	0	0
los	regard	1	1	1	1	1	1	1	1	1
sonaba	sound	1	0	0	1	0	1	0	0	0
calórica	reclaim	1	1	1	1	1	1	1	0	1
Hombach	position	0	0	0	1	0	1	1	0	0
metodológico	help	1	1	0	1	0	1	1	1	0
transferirse	be	0	1	0	0	0	0	1	0	1
salirse	pull	0	0	0	0	0	0	1	0	0
oscuros	obscure	0	0	0	1	0	1	1	0	0
Crowley	question	0	0	1	1	1	1	1	0	1
disquisiciones	debate	0	1	0	1	1	1	1	0	0
UNGASS	take	1	1	1	0	1	1	1	0	1
nutre	raise	0	0	1	1	0	0	1	0	1
transmitía	send	1	1	1	0	1	1	1	0	1
clarificación	clarify	0	1	1	1	1	1	1	0	1
palomas	state	0	1	1	1	0	1	1	0	0
gravadas	tax	0	0	1	1	1	0	1	0	1
reservándose	reserve	0	0	1	0	1	1	1	0	1
cifrando	fund	1	1	1	1	1	1	1	0	1
regularización	regulate	0	0	0	0	1	1	1	0	1
agrupa	bring	0	0	1	1	0	0	1	0	0
sí-	be	0	1	0	0	0	0	1	0	1
Meno	be	0	1	0	0	0	0	1	0	1
agrupe	bring	0	0	1	1	0	0	1	0	0
petrolera	consider	1	1	1	1	1	1	1	0	1
toparon	hinder	0	-1	0	-1	0	1	0	-1	0
sentaría	set	0	0	1	1	1	1	1	0	1
petrolero	involve	0	0	0	0	1	1	1	0	0
antedichas	mention	0	1	0	0	0	1	1	0	0
Jarzembowski	report	0	0	-1	1	0	0	1	0	-1
instale	set	0	0	1	1	1	1	1	0	1
relatan	meet	0	1	1	1	1	1	1	0	1
Puebla-Panamá	project	0	0	1	1	1	1	1	0	1
unilateral	side	0	0	0	0	1	0	1	0	0
propuestas	propose	0	1	1	1	0	0	1	0	1
pensadas	design	1	1	1	1	1	1	1	0	1
califico	describe	0	0	0	1	0	0	1	0	1
suministradora	provide	1	1	1	1	1	1	1	0	1
interurbano	schedule	1	1	1	1	1	1	1	0	1
ambos	side	0	0	0	0	1	0	1	0	0
fielmente	picture	0	0	0	0	0	1	1	0	0
apelar	appeal	0	0	-1	-1	-1	1	1	0	0
ambigua	mix	0	0	0	1	1	0	1	0	1
fluyan	flow	0	0	0	0	0	0	1	0	0
lesiona	injure	1	-1	0	-1	0	1	1	-1	-1
Egipto-	be	0	1	0	0	0	0	1	0	1
lesione	injure	1	-1	0	-1	0	1	1	-1	-1
Felicito	congratulate	1	1	1	1	1	1	1	1	1
abriéndonos	open	1	1	1	1	0	0	1	0	1
agudizarse	become	0	0	0	0	0	0	1	0	0
discriminadas	discriminate	0	0	1	1	0	1	1	0	0
azotes	lash	0	-1	-1	-1	0	1	0	-1	0
nociones	regard	1	1	1	1	1	1	1	1	1
romperlo	break	0	0	-1	-1	1	1	1	0	1
dividida	divide	0	-1	0	-1	0	1	0	-1	0
Járóka	imply	1	1	1	1	1	1	1	0	1
autenticidad	operate	1	1	1	1	1	1	1	0	1
tramposos	cheat	0	-1	0	-1	0	1	1	-1	1
expresivo	prevent	0	0	0	-1	0	1	1	-1	0
retirásemos	withdraw	0	0	0	-1	0	1	1	0	0
dividido	divide	0	-1	0	-1	0	1	0	-1	0
perturbada	be	0	1	0	0	0	0	1	0	1
limitaba	limit	0	0	0	-1	0	1	1	0	0
corregulación	sort	0	0	0	1	0	1	1	0	0
preservarlo	preserve	1	1	1	1	0	1	1	0	1
resignación	resign	0	0	0	0	-1	1	1	0	-1
migren	move	0	0	0	1	0	1	1	0	0
proporcionarlos	provide	1	1	1	1	1	1	1	0	1
liberando	release	0	0	0	1	0	1	1	1	1
medidores	raise	0	0	1	1	0	0	1	0	1
propuesta-	propose	0	1	1	1	0	0	1	0	1
industrializada	industrialize	0	1	0	1	1	1	1	0	1
ascendidas	be	0	1	0	0	0	0	1	0	1
millares	secure	0	0	1	1	1	1	1	0	1
esmero	care	1	1	1	1	0	1	1	0	1
agrupó	bring	0	0	1	1	0	0	1	0	0
restablecida	restore	1	1	1	1	0	1	1	1	1
largamente	time	0	0	1	0	1	0	1	0	1
instaló	install	1	0	1	1	1	1	1	0	0
desanimadas	discourage	0	0	-1	-1	0	1	1	-1	0
telefonea	call	0	0	1	1	0	1	1	0	1
-coincido	agree	0	0	0	0	1	1	1	0	1
jungla	take	1	1	1	0	1	1	1	0	1
inclusión	include	1	1	1	1	1	1	1	1	0
adquirido	acquire	1	1	1	1	1	1	1	0	1
adquirida	gain	1	1	1	1	1	1	1	0	1
fallamos	fail	0	0	-1	-1	-1	0	1	-1	-1
enviar	send	1	1	1	0	1	1	1	0	1
plantilla	staff	1	1	1	1	1	1	1	0	1
integrando	integrate	1	0	0	1	1	1	1	0	0
quitado	take	1	1	1	0	1	1	1	0	1
responderles	answer	0	1	0	1	0	0	1	0	0
literaria	word	0	1	0	0	0	0	1	0	0
campings	camp	0	0	1	0	1	1	1	0	1
soplado	tackle	0	1	-1	0	0	0	1	0	1
mantenerlos	keep	1	1	1	0	1	1	1	1	1
orwelliano	expose	0	0	0	0	0	1	0	0	0
Dispositivo	respond	0	1	0	0	0	1	1	0	1
literario	view	0	0	0	1	0	1	1	0	0
distendidos	be	0	1	0	0	0	0	1	0	1
proteínico	tighten	0	0	0	0	0	1	1	0	0
gustará	be	0	1	0	0	0	0	1	0	1
migratoria	flow	0	0	0	0	0	0	1	0	0
Euroaid	be	0	1	0	0	0	0	1	0	1
calculadas	calculate	0	1	0	0	0	0	1	0	0
exportaremos	export	0	0	1	0	1	1	1	0	1
inscribieran	incorporate	0	0	1	1	0	1	1	0	1
psiquiatras	have	1	1	1	0	0	1	1	0	1
pluralismo	be	0	1	0	0	0	0	1	0	1
2.900	report	0	0	-1	1	0	0	1	0	-1
discográficas	record	1	1	1	1	1	1	1	0	1
insurgencia	force	0	0	0	-1	0	1	0	-1	0
brujos	break	0	0	-1	-1	1	1	1	0	1
sustituyese	replace	0	1	0	0	1	1	1	0	1
prevalerse	make	0	0	0	1	0	0	1	0	0
Atatürk	race	0	0	0	0	1	1	1	0	1
vueltas	round	0	0	0	0	1	0	1	0	0
ondeaban	be	0	1	0	0	0	0	1	0	1
poniéndolos	make	0	0	0	1	0	0	1	0	0
interpuesta	bring	0	0	1	1	0	0	1	0	0
edificaron	be	0	1	0	0	0	0	1	0	1
ciñámonos	let	0	0	0	1	-1	0	1	0	0
podéis	can	0	0	0	0	0	1	1	0	1
Ruffolo	can	0	0	0	0	0	1	1	0	1
propia-	own	0	1	1	1	1	1	1	0	1
interpuesto	bring	0	0	1	1	0	0	1	0	0
peligrosos	risk	-1	0	-1	0	-1	0	1	0	-1
EURET	continue	1	1	1	1	1	0	1	0	1
Liberal	raise	0	0	1	1	0	0	1	0	1
EURES	level	0	1	1	1	1	0	1	0	1
querellarse	provide	1	1	1	1	1	1	1	0	1
rebajen	lower	-1	1	1	0	0	1	1	0	1
elevarla	raise	0	0	1	1	0	0	1	0	1
visuales	impair	0	-1	0	-1	0	1	-1	0	0
Yenín	capture	0	0	1	0	1	1	1	-1	1
redefinición	overhaul	0	1	0	1	1	1	1	0	1
irrefrenable	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
Liberar	unlock	1	1	0	1	1	1	1	0	1
párrafos	point	0	0	0	0	1	0	1	0	0
-transportes	transport	0	1	0	1	1	1	1	0	0
reprogramación	reschedule	0	1	1	1	1	1	1	0	1
renunciaría	resign	0	0	0	0	-1	1	1	0	-1
intentado-	try	0	1	1	0	1	1	1	0	0
constricción	force	0	0	0	-1	0	1	0	-1	0
aconsejan	advise	1	1	1	1	0	1	1	1	1
engendrarían	give	0	1	1	0	0	0	1	0	1
equívoco	mislead	0	-1	0	-1	0	1	0	-1	0
absorbente	make	0	0	0	1	0	0	1	0	0
encierre	lock	0	0	1	1	0	0	1	0	1
comprarla	buy	1	1	1	1	1	1	1	0	1
encierra	be	0	1	0	0	0	0	1	0	1
encierro	be	0	1	0	0	0	0	1	0	1
cargándolo	set	0	0	1	1	1	1	1	0	1
aconsejar	advise	1	1	1	1	0	1	1	1	1
representaría	represent	0	1	0	1	0	1	1	0	0
dejémosle	let	0	0	0	1	-1	0	1	0	0
antiimperialista	need	0	1	1	0	0	1	1	0	0
simplificadora	simplify	1	1	0	1	1	1	1	0	0
gustara	like	1	1	1	1	0	1	1	1	1
expresamos	express	-1	0	0	0	1	0	1	0	0
elevarlo	raise	0	0	1	1	0	0	1	0	1
receptores	receive	1	1	1	0	1	1	1	0	1
exponernos	open	1	1	1	1	0	0	1	0	1
tranquilización	have	1	1	1	0	0	1	1	0	1
tengo-	have	1	1	1	0	0	1	1	0	1
renegociaría	abandon	0	-1	-1	-1	-1	0	1	-1	-1
voluntariado	volunteer	1	1	0	1	0	1	1	0	1
oírles	hear	0	1	0	0	1	1	1	0	0
comportaba	involve	0	0	0	0	1	1	1	0	0
explotarlas	exploit	0	-1	-1	-1	0	1	1	-1	0
proveyera	supply	0	0	1	1	1	1	1	0	1
refrescantes	be	0	1	0	0	0	0	1	0	1
mantenía	maintain	1	0	1	1	0	1	1	0	1
relatarnos	be	0	1	0	0	0	0	1	0	1
prepararlas	prepare	1	1	1	1	1	1	1	1	1
verdadera	complete	1	1	1	1	1	1	1	0	1
exhibición	display	0	0	0	1	0	0	1	0	0
deseadas	desire	1	1	1	1	0	1	1	1	1
maronitas	live	1	1	1	1	1	1	1	0	1
saquearon	rob	0	-1	-1	-1	1	1	0	-1	0
eternas	develop	0	1	0	1	0	0	1	0	0
desean-	wish	1	1	1	1	1	1	1	1	1
entrometida	interfere	0	-1	0	0	0	1	0	0	0
entrometido	interfere	0	-1	0	0	0	1	0	0	0
Bjerregård	need	0	1	1	0	0	1	1	0	0
enzarzarse	engage	0	0	0	1	1	1	1	0	1
cartografía	map	0	0	0	0	0	1	1	0	1
latas	can	0	0	0	0	0	1	1	0	1
lluviosos	fail	0	0	-1	-1	-1	0	1	-1	-1
congrega	bring	0	0	1	1	0	0	1	0	0
ritual	go	0	0	0	0	0	0	1	0	0
aludiendo	refer	1	1	1	1	0	1	1	1	1
aspiro	be	0	1	0	0	0	0	1	0	1
eramos	be	0	1	0	0	0	0	1	0	1
promocionará	promote	1	1	1	1	1	1	1	0	1
desvían	divert	0	0	0	0	1	0	0	0	0
barajó	take	1	1	1	0	1	1	1	0	1
aspire	aim	0	0	0	1	1	0	1	0	1
provendrá	come	0	1	0	0	0	0	1	0	0
aspira	aim	0	0	0	1	1	0	1	0	1
devastador	devastate	1	-1	0	-1	0	1	-1	-1	0
tecnocratización	need	0	1	1	0	0	1	1	0	0
terapéuticas	be	0	1	0	0	0	0	1	0	1
correligionario	group	0	0	0	1	1	0	1	0	1
contarlos	count	0	0	1	1	1	1	1	0	1
perecer	perish	-1	-1	0	0	0	-1	1	0	1
retirarían	be	0	1	0	0	0	0	1	0	1
engranar	set	0	0	1	1	1	1	1	0	1
hearing	hear	0	1	0	0	1	1	1	0	0
orientarse	be	0	1	0	0	0	0	1	0	1
entrevistada	interview	0	1	1	1	1	1	1	0	1
corrigiera	correct	0	0	0	1	0	1	1	0	0
arreglárselas	manage	1	1	1	1	1	1	1	0	1
molestarles	annoy	0	-1	0	-1	0	1	0	-1	0
enviemos	send	1	1	1	0	1	1	1	0	1
paradero	miss	1	1	0	0	-1	1	1	0	-1
perecen	die	0	1	0	-1	-1	1	1	0	-1
atuvo	have	1	1	1	0	0	1	1	0	1
usted-	say	0	0	0	0	0	0	1	0	0
desafiados	challenge	0	1	-1	-1	1	1	1	-1	0
deambulando	wander	0	1	0	0	0	1	1	0	1
declararnos	be	0	1	0	0	0	0	1	0	1
preocuparía	be	0	1	0	0	0	0	1	0	1
semanas-	time	0	0	1	0	1	0	1	0	1
combata	combat	0	0	0	-1	0	1	1	0	0
emprendiendo	take	1	1	1	0	1	1	1	0	1
coacción	force	0	0	0	-1	0	1	0	-1	0
sectarismo	form	1	1	1	1	1	1	1	0	1
Volkswagen	adopt	1	1	1	1	1	1	1	0	1
panadería	bake	0	1	1	1	1	1	1	0	1
Comparte	share	1	1	1	0	1	1	1	0	1
quinto	point	0	0	0	0	1	0	1	0	0
gustando	be	0	1	0	0	0	0	1	0	1
aportado	bring	0	0	1	1	0	0	1	0	0
americanos	model	0	0	0	1	1	1	1	0	1
Comparto	share	1	1	1	0	1	1	1	0	1
quinta	amount	0	0	0	1	0	0	1	0	0
quieras	like	1	1	1	1	0	1	1	1	1
planeados	plan	1	1	1	1	1	1	1	0	1
modificaran	change	0	1	0	1	0	1	1	0	1
medirse	be	0	1	0	0	0	0	1	0	1
facultando	give	0	1	1	0	0	0	1	0	1
temiera	fear	-1	0	-1	0	-1	0	1	0	-1
circunstancias	be	0	1	0	0	0	0	1	0	1
denominada	call	0	0	1	1	0	1	1	0	1
guardafuegos	safeguard	1	1	0	1	0	1	1	1	1
simula	deal	0	0	0	0	0	0	0	0	0
denominado	call	0	0	1	1	0	1	1	0	1
protegidas	protect	1	1	1	1	0	1	1	1	1
roles	consider	1	1	1	1	1	1	1	0	1
hice	do	1	1	1	0	0	1	1	0	1
interferencia	interfere	0	-1	0	0	0	1	0	0	0
cumplidas	fulfill	1	1	1	1	1	1	1	0	1
elección	choose	1	1	1	1	1	1	1	1	1
prepuesta	receive	1	1	1	0	1	1	1	0	1
Gand	request	0	0	1	0	1	1	1	0	1
informándoles	inform	1	1	1	1	0	1	1	1	0
Ocupémonos	let	0	0	0	1	-1	0	1	0	0
posterguemos	be	0	1	0	0	0	0	1	0	1
Constitución-	employ	1	1	1	1	1	1	1	0	1
recomendarles	recommend	1	1	1	1	1	1	1	1	1
disparar	shoot	0	0	0	-1	0	-1	1	-1	0
emiten	emit	0	0	0	0	0	0	1	0	0
dormitorios	cut	0	0	0	-1	0	0	1	0	0
criarlos	breed	-1	-1	0	1	0	0	0	0	0
intensificaría	intensify	0	0	0	0	0	1	0	0	0
descargadas	land	0	0	1	0	0	1	1	0	1
minucioso	detail	0	0	0	1	0	0	1	0	0
convirtiéndolos	make	0	0	0	1	0	0	1	0	0
parajes	accord	1	0	0	1	0	1	1	0	1
enterró	bury	1	1	0	0	-1	1	1	-1	-1
común-	pursue	0	1	1	0	0	1	1	0	1
compariciones	hold	0	1	1	1	1	1	1	0	1
disparan	shoot	0	0	0	-1	0	-1	1	-1	0
minuciosa	detail	0	0	0	1	0	0	1	0	0
desplegó	deploy	0	0	0	0	1	1	1	0	1
profeta	time	0	0	1	0	1	0	1	0	1
controvertidas	dispute	0	0	-1	-1	-1	1	1	0	-1
construirá	build	1	1	1	1	1	1	1	0	1
paliar	alleviate	0	1	0	1	0	0	1	0	0
1968	be	0	1	0	0	0	0	1	0	1
1966	word	0	1	0	0	0	0	1	0	0
narcóticos	smuggle	0	0	-1	-1	1	1	0	-1	1
1961	include	1	1	1	1	1	1	1	1	0
1962	set	0	0	1	1	1	1	1	0	1
decirlas	say	0	0	0	0	0	0	1	0	0
promoveré	do	1	1	1	0	0	1	1	0	1
imperfecciones	flaw	0	0	0	0	0	1	1	0	0
alentó	encourage	1	1	1	1	0	1	1	1	1
promoverá	promote	1	1	1	1	1	1	1	0	1
volverles	forward	1	1	0	1	1	1	1	0	1
vinculemos	link	1	1	1	1	1	1	1	0	0
habiéndole	have	1	1	1	0	0	1	1	0	1
gráfica	term	1	1	0	1	1	1	0	0	0
desatendida	neglect	1	-1	-1	-1	-1	1	0	-1	-1
apartados	point	0	0	0	0	1	0	1	0	0
habiéndolo	have	1	1	1	0	0	1	1	0	1
gráfico	chart	0	0	0	0	0	1	1	0	1
formulemos	formulate	1	1	1	1	1	1	1	0	1
torpedeada	torpedo	0	-1	0	-1	0	1	0	-1	0
Contamos	have	1	1	1	0	0	1	1	0	1
recogiendo	collect	1	1	1	1	1	1	1	0	1
almacén-	go	0	0	0	0	0	0	1	0	0
pidan	ask	0	0	0	0	1	1	1	0	0
reanudando	resume	1	1	1	1	1	1	1	0	1
fotografiar	photograph	0	1	0	0	0	1	1	0	1
Respaldamos	support	1	1	1	1	0	1	1	1	1
profundicemos	deepen	1	1	1	1	1	1	1	0	1
alimentarse	feed	1	1	1	1	0	1	1	1	1
censuren	be	0	1	0	0	0	0	1	0	1
gravitan	hang	0	0	0	1	0	1	1	0	0
abogando	advocate	1	1	1	1	1	1	1	0	1
articulado	articulate	0	1	0	1	0	1	1	0	1
articulada	articulate	0	1	0	1	0	1	1	0	1
violarse	be	0	1	0	0	0	0	1	0	1
evolutiva	evolve	0	0	1	1	1	0	1	0	1
comporten	behave	0	1	0	0	0	1	1	0	1
simétrico	balance	0	1	1	1	0	1	1	0	1
escapó	make	0	0	0	1	0	0	1	0	0
exceda	exceed	0	0	0	0	0	0	1	0	0
coordinan	coordinate	0	0	0	1	0	-1	0	0	0
servilmente	hide	0	0	0	0	0	0	1	1	0
calculada	calculate	0	1	0	0	0	0	1	0	0
coordinar	coordinate	0	0	0	1	0	-1	0	0	0
radio	radio	0	0	1	0	0	1	1	0	1
perdían	lose	0	0	0	-1	-1	1	1	0	-1
enviaran	send	1	1	1	0	1	1	1	0	1
accisas	deal	0	0	0	0	0	0	0	0	0
domicilio	register	1	0	1	0	1	1	1	0	0
calculado	calculate	0	1	0	0	0	0	1	0	0
