sv Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
dumpad	be	0	1	0	0	0	0	1	0	1
omstöpa	rethink	0	1	0	1	-1	1	1	0	-1
förvaltningskommitté	set	0	0	1	1	1	1	1	0	1
överskridit	exceed	0	0	0	0	0	0	1	0	0
kolonisationskrig	be	0	1	0	0	0	0	1	0	1
jordbruksverksamheter	be	0	1	0	0	0	0	1	0	1
förnekelse	like	1	1	1	1	0	1	1	1	1
välutvecklad	develop	0	1	0	1	0	0	1	0	0
Eures	reinforce	1	0	0	1	0	1	1	-1	0
decentralisera	prevent	0	0	0	-1	0	1	1	-1	0
nationell	level	0	1	1	1	1	0	1	0	1
legitimerandet	appropriate	0	1	1	1	1	1	1	0	1
mördaren	murder	0	-1	-1	-1	-1	1	0	-1	-1
sköljs	be	0	1	0	0	0	0	1	0	1
räckt	be	0	1	0	0	0	0	1	0	1
Collado	say	0	0	0	0	0	0	1	0	0
lastningen	load	0	0	0	1	1	0	1	0	0
rebellgruppen	group	0	0	0	1	1	0	1	0	1
bäckar	grow	1	1	1	1	1	1	1	0	1
artificiellt	depress	0	-1	0	-1	0	1	0	-1	0
räcka	be	0	1	0	0	0	0	1	0	1
lönesättningen	wage	0	1	1	1	1	1	1	0	1
avrinningsområden	water	0	-1	0	-1	0	1	1	0	1
jordbruksverksamheten	farm	0	1	1	1	1	1	1	0	1
lantbrukens	farm	0	1	1	1	1	1	1	0	1
-området	make	0	0	0	1	0	0	1	0	0
bedrägerifallen	have	1	1	1	0	0	1	1	0	1
saluföringen	market	0	0	0	1	1	1	1	0	1
Århuskonventionens	process	0	0	1	1	1	1	1	0	0
smugit	creep	0	0	0	-1	0	0	1	0	0
business	name	0	1	1	1	1	1	1	0	1
middagstid	vote	0	0	0	1	1	1	1	0	0
förlikningsmöte	meet	0	1	1	1	1	1	1	0	1
vägförbindelserna	link	1	1	1	1	1	1	1	0	0
demokratibyggande	build	1	1	1	1	1	1	1	0	1
röstfördelningen	vote	0	0	0	1	1	1	1	0	0
tillförselmetoder	simplify	1	1	0	1	1	1	1	0	0
utsläppscertifikat	permit	0	0	0	1	1	1	1	1	0
minröjningsprojekt	field	0	0	1	1	1	1	1	0	0
agerar	act	0	0	0	0	0	0	1	0	0
Częstochowa	be	0	1	0	0	0	0	1	0	1
sjöfartsrutterna	route	0	0	0	0	0	1	1	0	0
politisk-ekonomiska	water	0	-1	0	-1	0	1	1	0	1
porr	dim	0	0	0	-1	0	0	1	0	0
marknadsfinansiering	finance	1	1	1	1	1	1	1	0	1
undgick	do	1	1	1	0	0	1	1	0	1
riskavfall	waste	0	-1	0	-1	-1	1	1	0	-1
bränslepriser	fuel	0	0	0	1	1	1	1	0	1
bränslepriset	fuel	0	0	0	1	1	1	1	0	1
krigsdomstolar	court	1	1	1	1	1	1	1	1	1
EIS	come	0	1	0	0	0	0	1	0	0
nyhetsrapporteringen	report	0	0	-1	1	0	0	1	0	-1
Europapatent	draw	0	0	1	1	1	1	0	0	0
förmedling	transfer	0	0	0	0	0	1	1	0	0
missbrukade	abuse	1	-1	-1	-1	0	1	1	-1	-1
utbildningsnivåer	level	0	1	1	1	1	0	1	0	1
viltfångare	bar	0	0	-1	-1	1	1	1	0	0
deppa	be	0	1	0	0	0	0	1	0	1
bibehållna	maintain	1	0	1	1	0	1	1	0	1
rebellgrupper	group	0	0	0	1	1	0	1	0	1
inrättandet	set	0	0	1	1	1	1	1	0	1
stoppdatum	date	0	0	1	0	1	0	1	0	1
underställandet	control	1	0	1	0	1	1	1	0	1
Concepció	term	1	1	0	1	1	1	0	0	0
flerspråkige	further	1	1	1	1	0	1	1	0	1
efterkrigstiden	face	0	0	0	0	1	1	1	0	1
faran	risk	-1	0	-1	0	-1	0	1	0	-1
läkemedelsprodukt	reopen	0	1	0	-1	1	1	1	0	1
brottslingarnas	deny	0	0	-1	-1	0	1	1	0	-1
bunkerolja	fuel	0	0	0	1	1	1	1	0	1
belöna	reward	1	1	1	1	0	1	1	1	1
Montenegros	await	0	0	0	0	1	1	1	0	0
forskningsinsatserna	research	0	-1	1	1	1	1	1	0	1
nolltariff	charge	-1	0	0	-1	1	1	1	-1	1
äggmarknaden	market	0	0	0	1	1	1	1	0	1
despotiskt	state	0	1	1	1	0	1	1	0	0
sifferexempel	quote	1	1	1	1	1	1	1	0	0
kapten	master	0	1	0	1	1	1	1	0	1
klassiker	say	0	0	0	0	0	0	1	0	0
förutsättning	provide	1	1	1	1	1	1	1	0	1
befrielserörelser	liberate	1	0	-1	-1	0	1	1	1	1
välvillig	deal	0	0	0	0	0	0	0	0	0
grekerna	make	0	0	0	1	0	0	1	0	0
företagsklimatet	end	0	1	0	0	1	0	1	0	0
konstitutionsdomstolen	court	1	1	1	1	1	1	1	1	1
rundorna	round	0	0	0	0	1	0	1	0	0
kvestorerna	matter	0	0	0	-1	0	1	1	0	0
stamceller	stem	0	0	-1	0	1	1	1	0	0
annonsbokstäverna	explain	1	1	0	1	0	1	1	0	1
förhandlingsreferaten	report	0	0	-1	1	0	0	1	0	-1
möjliggöras	be	0	1	0	0	0	0	1	0	1
handelskontakter	trade	0	1	1	1	1	1	1	0	1
undanflykt	represent	0	1	0	1	0	1	1	0	0
konkurrenslagstiftningens	apply	0	1	1	1	1	1	1	0	1
premie	turn	0	0	0	0	0	0	1	0	0
finansieringsmodell	model	0	0	0	1	1	1	1	0	1
Kashmir-frågan	question	0	0	1	1	1	1	1	0	1
betyg	mark	0	1	0	0	0	1	1	0	0
resvägar	make	0	0	0	1	0	0	1	0	0
hälsovårdspersonal	care	1	1	1	1	0	1	1	0	1
EU-planen	plan	1	1	1	1	1	1	1	0	1
profithunger	profit	1	0	1	0	1	1	1	0	1
investeringsområdet	give	0	1	1	0	0	0	1	0	1
fosterland	land	0	0	1	0	0	1	1	0	1
Gallagherbetänkandet	report	0	0	-1	1	0	0	1	0	-1
Kuba	withdraw	0	0	0	-1	0	1	1	0	0
delprogram	oblige	1	1	1	1	0	1	1	1	0
handelsavtalens	trade	0	1	1	1	1	1	1	0	1
Lamfalussys	do	1	1	1	0	0	1	1	0	1
preferens	give	0	1	1	0	0	0	1	0	1
konkurrensrätten	end	0	1	0	0	1	0	1	0	0
J	recall	0	0	0	0	0	1	1	-1	0
Åtgärderna	control	1	0	1	0	1	1	1	0	1
ointresse	lack	0	0	0	0	-1	1	1	0	-1
skattekompromiss	tax	0	0	1	1	1	0	1	0	1
hängts	be	0	1	0	0	0	0	1	0	1
fr	develop	0	1	0	1	0	0	1	0	0
tillväxt	rate	0	1	0	1	0	0	1	0	0
navigationen	sort	0	0	0	1	0	1	1	0	0
rustade	equip	1	1	1	1	1	1	1	1	1
Jaltakonferensen	shoulder	0	0	0	0	0	1	1	0	1
Irakkriget	time	0	0	1	0	1	0	1	0	1
icke-diskrimineringsklausul	go	0	0	0	0	0	0	1	0	0
förhandlats	negotiate	1	1	1	1	1	1	1	0	1
procentantal	show	1	1	1	0	1	0	1	0	0
aktiebolaget	limit	0	0	0	-1	0	1	1	0	0
kommissionsnummer	know	1	1	1	0	1	1	1	0	1
fiskbeståndens	stock	0	0	1	1	1	1	1	0	1
traditionerna	practice	0	0	1	1	0	0	1	0	0
modellbedömning	assess	0	1	0	1	0	1	1	0	1
sjöfartsstrategi	utilize	1	1	1	0	1	1	1	0	1
handelsnamn	name	0	1	1	1	1	1	1	0	1
tillkännagivandena	raise	0	0	1	1	0	0	1	0	1
lufttransportavtal	transport	0	1	0	1	1	1	1	0	0
förstärkas	be	0	1	0	0	0	0	1	0	1
tonen	note	0	0	0	0	0	0	1	0	0
tidningarna	press	0	1	0	-1	0	1	1	-1	0
överrepresenterad	receive	1	1	1	0	1	1	1	0	1
förbundsrepubliken	address	1	1	0	1	1	1	1	0	1
sockerproducerande	produce	1	1	1	1	0	1	1	0	1
kostnadsposterna	carry	0	1	1	0	0	1	1	0	0
framgått	be	0	1	0	0	0	0	1	0	1
arkiveringsskyldighet	mail	0	1	1	1	1	1	1	-1	1
välden	have	1	1	1	0	0	1	1	0	1
sändare	broadcast	0	0	0	1	1	1	1	0	1
kommunikationsmöjligheter	mean	0	0	0	0	0	-1	0	0	0
instansers	respect	1	1	1	1	0	1	1	1	1
riktad	target	0	0	0	1	0	0	0	0	0
Bonnprocessen	process	0	0	1	1	1	1	1	0	0
marknadskriser	market	0	0	0	1	1	1	1	0	1
kostat	cost	0	-1	0	0	0	0	1	-1	0
blodtester	test	0	1	1	0	1	1	1	0	1
befäster	consolidate	1	0	0	1	1	1	1	0	1
dödade	kill	0	-1	-1	-1	-1	1	0	-1	-1
1200	be	0	1	0	0	0	0	1	0	1
hamnarbete	work	1	1	1	1	0	1	1	0	1
utförsäljning	sell	0	0	0	0	1	1	1	0	1
knut	bend	0	0	0	-1	0	1	1	0	0
byggklossar	build	1	1	1	1	1	1	1	0	1
känsloyttringar	run	0	1	1	1	1	1	1	0	1
delmål	target	0	0	0	1	0	0	0	0	0
lagstiftningsprocedur	process	0	0	1	1	1	1	1	0	0
mycke	be	0	1	0	0	0	0	1	0	1
amatöridrottsföreningar	sport	1	0	1	1	1	1	1	0	1
stagnering	advance	0	1	1	1	1	0	1	0	1
drycker	drink	0	0	1	0	1	0	1	0	1
parallellimportera	note	0	0	0	0	0	0	1	0	0
välla	gush	0	-1	0	-1	-1	1	1	-1	-1
stärkelsemarknad	market	0	0	0	1	1	1	1	0	1
tillkänna	feel	1	1	1	0	0	0	1	0	1
riskkapitalmarknaden	market	0	0	0	1	1	1	1	0	1
parallellhandelns	do	1	1	1	0	0	1	1	0	1
EU-åtgärdsplan	plan	1	1	1	1	1	1	1	0	1
okvalificerade	lower	-1	1	1	0	0	1	1	0	1
prioriterats	be	0	1	0	0	0	0	1	0	1
fortsätter	continue	1	1	1	1	1	0	1	0	1
förhandlingsatmosfär	contend	0	1	1	0	1	1	1	0	1
betalningssystemets	locate	0	1	0	1	1	1	1	0	0
kalendrar	suit	0	0	0	-1	0	1	1	0	0
vägtransporternas	transport	0	1	0	1	1	1	1	0	0
Patten	have	1	1	1	0	0	1	1	0	1
väderförhållandena	weather	0	1	0	0	0	1	1	0	1
säkerhetsprojekt	project	0	0	1	1	1	1	1	0	1
nöjer	be	0	1	0	0	0	0	1	0	1
offras	be	0	1	0	0	0	0	1	0	1
lågprisflygbolagen	go	0	0	0	0	0	0	1	0	0
mörker	shadow	0	0	0	0	0	1	1	0	0
bilbränslen	fuel	0	0	0	1	1	1	1	0	1
guldutvinning	mine	0	0	0	1	0	1	1	0	0
-paketet	package	0	0	0	1	1	0	1	0	1
utopin	propose	0	1	1	1	0	0	1	0	1
byggnadsarbetet	work	1	1	1	1	0	1	1	0	1
vunnet	win	1	1	1	1	1	1	1	0	1
presterade	perform	0	0	1	0	1	1	1	0	1
fredsförslaget	matter	0	0	0	-1	0	1	1	0	0
dummaste	sound	1	0	0	1	0	1	0	0	0
övertagandet	take	1	1	1	0	1	1	1	0	1
vunnen	win	1	1	1	1	1	1	1	0	1
UPE-gruppen	group	0	0	0	1	1	0	1	0	1
byggnadsarbeten	work	1	1	1	1	0	1	1	0	1
livsmedelspartier	belong	1	0	1	1	1	1	1	0	0
hittills	date	0	0	1	0	1	0	1	0	1
militärens	force	0	0	0	-1	0	1	0	-1	0
tullkodexen	code	1	1	0	1	0	1	1	0	0
Alstom	shop	0	0	1	0	1	1	1	0	1
rättsordningar	order	0	0	0	-1	0	0	1	0	0
building	build	1	1	1	1	1	1	1	0	1
hyrt	hire	1	1	1	1	1	1	1	1	1
hyrs	be	0	1	0	0	0	0	1	0	1
aktievärdet	value	1	1	1	1	0	1	1	1	1
vinet	question	0	0	1	1	1	1	1	0	1
installerats	be	0	1	0	0	0	0	1	0	1
framställningsmetod	concentrate	0	0	0	0	1	1	0	0	0
marionetter	sell	0	0	0	0	1	1	1	0	1
morgonen	issue	0	0	0	1	0	1	1	0	0
ökenspridning	process	0	0	1	1	1	1	1	0	0
skymmer	obscure	0	0	0	1	0	1	1	0	0
terrorismbekämpningens	fight	-1	0	-1	-1	0	0	1	0	-1
hyra	rent	1	1	1	1	1	1	1	0	1
repas	mend	0	1	0	1	0	1	1	0	1
märkbar	feel	1	1	1	0	0	0	1	0	1
etableringar	transfer	0	0	0	0	0	1	1	0	0
skönmålning	picture	0	0	0	0	0	1	1	0	0
medelhavsgränserna	carry	0	1	1	0	0	1	1	0	0
jämlikhetsparadigm	blanket	0	-1	1	1	0	1	1	0	0
skadedjursbekämpning	control	1	0	1	0	1	1	1	0	1
budgetutkastet	draft	1	1	1	1	1	1	1	0	1
skatteprivilegier	tax	0	0	1	1	1	0	1	0	1
Michel	form	1	1	1	1	1	1	1	0	1
faktabas	progress	1	1	0	1	1	1	1	0	1
partikelhalter	level	0	1	1	1	1	0	1	0	1
enskildas	account	0	0	0	0	0	1	1	0	0
importlicenssystem	import	0	0	0	1	1	1	1	0	1
omställningsplanerna	plan	1	1	1	1	1	1	1	0	1
ifyllandet	fill	0	1	1	1	1	1	1	0	1
otyg	exceed	0	0	0	0	0	0	1	0	0
loppet	run	0	1	1	1	1	1	1	0	1
digitaltekniken	radio	0	0	1	0	0	1	1	0	1
duty-free	shop	0	0	1	0	1	1	1	0	1
allomfattande	integrate	1	0	0	1	1	1	1	0	0
stödramarna	aid	1	1	1	1	0	1	1	1	1
forskningspolitiska	research	0	-1	1	1	1	1	1	0	1
klassificerats	classify	0	0	0	1	0	1	1	0	0
hävda	claim	1	1	1	0	1	1	1	0	1
associeringssammanhang	drop	0	1	0	-1	-1	0	1	0	-1
hävde	lift	0	0	1	1	0	1	1	0	1
irriteras	be	0	1	0	0	0	0	1	0	1
stärkande	strengthen	1	1	0	1	0	1	1	1	0
irriterat	annoy	0	-1	0	-1	0	1	0	-1	0
täppas	be	0	1	0	0	0	0	1	0	1
förbinder	commit	-1	-1	0	0	-1	0	1	0	-1
täppan	become	0	0	0	0	0	0	1	0	0
växlingspolitik	exchange	0	0	1	0	1	0	1	0	0
andemeningen	sense	0	0	0	0	1	0	1	0	0
slutsummering	draw	0	0	1	1	1	1	0	0	0
dignitärer	commit	-1	-1	0	0	-1	0	1	0	-1
irriterad	annoy	0	-1	0	-1	0	1	0	-1	0
kreditram	credit	1	0	1	1	1	1	1	1	1
huvudkraven	demand	0	0	1	1	0	1	1	0	1
kontoren	concern	1	-1	0	-1	0	1	1	-1	0
terrorbaserade	blow	0	0	0	0	0	0	1	0	0
utvecklingsnivåerna	level	0	1	1	1	1	0	1	0	1
antal	number	0	0	0	1	0	0	1	0	0
domstolens	court	1	1	1	1	1	1	1	1	1
handelsperspektiv	trade	0	1	1	1	1	1	1	0	1
självregleringssystem	be	0	1	0	0	0	0	1	0	1
samrådde	consult	1	1	1	1	1	1	1	1	1
Schengenfrågorna	issue	0	0	0	1	0	1	1	0	0
underminerade	undermine	0	-1	0	-1	0	1	0	0	0
sympatiyttringarna	join	1	1	1	1	1	1	1	1	1
brunnar	water	0	-1	0	-1	0	1	1	0	1
aptiten	go	0	0	0	0	0	0	1	0	0
korven	eat	0	1	1	-1	1	1	1	0	1
iakttagit	observe	1	1	1	1	0	1	1	0	1
metafysisk	give	0	1	1	0	0	0	1	0	1
förringa	belittle	0	-1	-1	-1	0	1	0	-1	0
konsolidera	consolidate	1	0	0	1	1	1	1	0	1
stämde	be	0	1	0	0	0	0	1	0	1
toppositionerna	be	0	1	0	0	0	0	1	0	1
försvarslöshet	act	0	0	0	0	0	0	1	0	0
tillsynsfunktionen	do	1	1	1	0	0	1	1	0	1
överenskommelsen	reach	0	1	0	0	0	1	1	0	0
riskindikatorerna	risk	-1	0	-1	0	-1	0	1	0	-1
välunderbyggda	inform	1	1	1	1	0	1	1	1	0
saxfällor	trap	0	0	0	-1	0	0	0	-1	0
resas	be	0	1	0	0	0	0	1	0	1
grundkvot	account	0	0	0	0	0	1	1	0	0
industrialiseringen	level	0	1	1	1	1	0	1	0	1
fördröjningarna	delay	-1	0	-1	-1	-1	0	1	0	-1
kreditsystem	credit	1	0	1	1	1	1	1	1	1
nödvändiggör	call	0	0	1	1	0	1	1	0	1
löneskillnader	pay	0	0	-1	0	0	-1	1	0	-1
energitillgång	supply	0	0	1	1	1	1	1	0	1
resan	travel	1	1	1	0	1	0	1	0	1
rivit	be	0	1	0	0	0	0	1	0	1
stödfond	fund	1	1	1	1	1	1	1	0	1
monopolkonkurrens	live	1	1	1	1	1	1	1	0	1
valgeneral	say	0	0	0	0	0	0	1	0	0
överenskommelser	deal	0	0	0	0	0	0	0	0	0
vitesbestämmelser	record	1	1	1	1	1	1	1	0	1
budgetbalanserna	balance	0	1	1	1	0	1	1	0	1
nötkreatur	age	0	0	0	-1	0	1	1	0	0
skatteskyldighet	tax	0	0	1	1	1	0	1	0	1
slutits	conclude	1	1	1	1	0	1	1	0	1
lönesystem	pay	0	0	-1	0	0	-1	1	0	-1
punktskattesatser	rate	0	1	0	1	0	0	1	0	0
beträdde	be	0	1	0	0	0	0	1	0	1
lägger	be	0	1	0	0	0	0	1	0	1
lufttrafikens	air	0	0	0	-1	0	1	0	0	0
Rosado	thank	1	1	1	1	1	1	1	1	1
fastighetskrascher	crash	0	-1	0	-1	0	1	1	-1	0
bushmeat	trade	0	1	1	1	1	1	1	0	1
förstahandserfarenheter	experience	0	1	-1	0	-1	0	1	0	-1
frispråkigheten	reflect	0	0	0	0	0	0	1	0	0
igångsättningsskedet	phase	0	0	0	1	1	0	1	0	0
misstroendeomröstning	censure	0	-1	-1	-1	0	1	1	-1	1
tillgodogöra	absorb	1	1	1	1	1	1	1	0	1
filtreringen	filter	0	0	0	1	1	1	1	0	0
ogärna	be	0	1	0	0	0	0	1	0	1
krigs-	redirect	0	0	0	1	0	0	1	0	0
universitetsarbete	embody	1	1	1	1	1	1	1	0	1
gasexport	export	0	0	1	0	1	1	1	0	1
känns	be	0	1	0	0	0	0	1	0	1
självkritisk	make	0	0	0	1	0	0	1	0	0
BSE-politiken	handle	0	1	0	1	0	1	1	0	1
sektorn	field	0	0	1	1	1	1	1	0	0
uppsägningarna	be	0	1	0	0	0	0	1	0	1
trepartsförhandlingar	serve	1	1	1	1	1	1	1	0	1
konfessionsfrihet	make	0	0	0	1	0	0	1	0	0
teknikaliteter	discuss	1	1	0	1	1	1	1	0	1
Där	do	1	1	1	0	0	1	1	0	1
kränktes	be	0	1	0	0	0	0	1	0	1
föses	be	0	1	0	0	0	0	1	0	1
foderransoner	feed	1	1	1	1	0	1	1	1	1
fängsla	imprison	0	-1	-1	-1	0	1	0	-1	0
samhällsnivåer	level	0	1	1	1	1	0	1	0	1
kravmärke	fail	0	0	-1	-1	-1	0	1	-1	-1
uteslutits	exclude	0	0	-1	-1	0	1	1	0	0
medfinansieringsnivån	rate	0	1	0	1	0	0	1	0	0
opiet	burn	0	-1	-1	-1	0	1	1	-1	0
uttalad	pronounce	0	1	1	0	0	1	1	0	1
domstolspersonal	court	1	1	1	1	1	1	1	1	1
hålet	hole	0	0	0	-1	1	0	1	0	0
lock	claim	1	1	1	0	1	1	1	0	1
rädslan	fear	-1	0	-1	0	-1	0	1	0	-1
signalsystemet	signal	0	0	0	1	0	0	1	0	0
minoritetsfrågorna	question	0	0	1	1	1	1	1	0	1
märknings-	label	0	0	0	0	0	1	0	0	0
storjordbruk	farm	0	1	1	1	1	1	1	0	1
observeras	be	0	1	0	0	0	0	1	0	1
observerar	observe	1	1	1	1	0	1	1	0	1
dörrförsäljning	sell	0	0	0	0	1	1	1	0	1
gränstvister	border	0	0	0	0	0	0	0	0	0
uttalar	speak	1	1	1	1	1	1	1	0	1
uttalas	be	0	1	0	0	0	0	1	0	1
krisbördan	shift	0	0	0	0	1	0	1	0	0
observerat	observe	1	1	1	1	0	1	1	0	1
prisstabilitetspolitiken	price	0	0	1	1	1	0	1	0	1
inaktiv	rest	1	1	1	1	1	1	1	0	1
tjänstepensionsfonderna	fund	1	1	1	1	1	1	1	0	1
översatt	translate	0	1	0	1	1	0	1	0	1
halverade	halve	0	0	0	-1	1	1	1	0	0
hoppfullhet	hope	1	1	1	1	0	0	1	0	1
språksektioner	provide	1	1	1	1	1	1	1	0	1
verksamheterna	work	1	1	1	1	0	1	1	0	1
finansspekulationen	clamp	0	0	0	-1	0	1	0	0	0
gränstvisten	border	0	0	0	0	0	0	0	0	0
hoppades	hope	1	1	1	1	0	0	1	0	1
trampminor	be	0	1	0	0	0	0	1	0	1
systemförändring	change	0	1	0	1	0	1	1	0	1
muserna	involve	0	0	0	0	1	1	1	0	0
trotsade	defy	0	1	-1	-1	0	1	1	0	1
utgiftsmönstret	see	1	1	1	1	1	1	1	0	1
människan	man	0	0	0	0	0	1	1	0	1
förtroende	trust	1	1	1	1	1	1	1	1	1
piratflaggade	establish	0	0	1	1	1	1	1	1	1
förslösat	waste	0	-1	0	-1	-1	1	1	0	-1
fläkt	air	0	0	0	-1	0	1	0	0	0
anslagstavlor	screen	0	0	0	0	0	1	1	0	1
konturer	outline	1	1	1	1	1	1	1	0	1
förbindelsesätten	price	0	0	1	1	1	0	1	0	1
vattenmiljön	water	0	-1	0	-1	0	1	1	0	1
Ventotenemanifestet	represent	0	1	0	1	0	1	1	0	0
Natotrupper	force	0	0	0	-1	0	1	0	-1	0
tvetydiga	suspect	-1	0	-1	0	-1	-1	1	0	-1
uppfordrade	call	0	0	1	1	0	1	1	0	1
lagom	time	0	0	1	0	1	0	1	0	1
utlöpa	be	0	1	0	0	0	0	1	0	1
adekvata	appropriate	0	1	1	1	1	1	1	0	1
snabbhet	speed	1	1	0	1	0	1	1	0	0
underläget	suffer	-1	1	-1	0	-1	-1	1	0	-1
överinvesteringar	lead	0	1	1	1	1	0	1	0	1
involverade	involve	0	0	0	0	1	1	1	0	0
omärkliga	be	0	1	0	0	0	0	1	0	1
utlöpt	sound	1	0	0	1	0	1	0	0	0
tvetydigt	account	0	0	0	0	0	1	1	0	0
elkraft	power	1	0	0	0	0	0	1	0	1
stolthet	pride	1	1	1	1	0	1	1	1	1
herdepojken	shepherd	0	1	1	1	0	1	1	1	1
energistruktur	structure	1	1	0	1	1	1	1	0	0
samhällsplanering	plan	1	1	1	1	1	1	1	0	1
Internetsidor	make	0	0	0	1	0	0	1	0	0
blötts	raise	0	0	1	1	0	0	1	0	1
Europadagen	see	1	1	1	1	1	1	1	0	1
båtarnas	ship	1	0	1	1	0	1	1	0	1
gristjuvar	pursue	0	1	1	0	0	1	1	0	1
överväldigad	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
uppslukas	be	0	1	0	0	0	0	1	0	1
färdriktningen	forward	1	1	0	1	1	1	1	0	1
yrkat	call	0	0	1	1	0	1	1	0	1
Medelhavsproduktionen	concentrate	0	0	0	0	1	1	0	0	0
grundprinciperna	outline	1	1	1	1	1	1	1	0	1
ödelagts	be	0	1	0	0	0	0	1	0	1
skönsmässig	power	1	0	0	0	0	0	1	0	1
byggnadsbestånd	stock	0	0	1	1	1	1	1	0	1
överväldigar	overwhelm	0	-1	-1	-1	0	1	-1	-1	0
upprör	upset	0	0	-1	-1	0	1	1	-1	0
otänkbar	question	0	0	1	1	1	1	1	0	1
tillbehör	help	1	1	0	1	0	1	1	1	0
blodtryck	pressure	0	0	0	-1	0	0	1	-1	0
meddelandena	power	1	0	0	0	0	0	1	0	1
vattentillgångar	water	0	-1	0	-1	0	1	1	0	1
morföräldrar	include	1	1	1	1	1	1	1	1	0
domstols	court	1	1	1	1	1	1	1	1	1
blottlagda	be	0	1	0	0	0	0	1	0	1
posthanteringen	be	0	1	0	0	0	0	1	0	1
informationsområdet	field	0	0	1	1	1	1	1	0	0
förlegade	time	0	0	1	0	1	0	1	0	1
vävnaderna	be	0	1	0	0	0	0	1	0	1
terroristhandlingarna	act	0	0	0	0	0	0	1	0	0
gruppkollega	group	0	0	0	1	1	0	1	0	1
genomsnittskonsumenten	average	0	1	0	0	0	1	1	0	1
freds	satisfy	1	1	0	1	0	1	1	1	1
toppositioner	position	0	0	0	1	0	1	1	0	0
FN-avtalet	pronounce	0	1	1	0	0	1	1	0	1
framtaget	work	1	1	1	1	0	1	1	0	1
utbetalningar	make	0	0	0	1	0	0	1	0	0
fabriksfartyg	ship	1	0	1	1	0	1	1	0	1
försvarsdokument	report	0	0	-1	1	0	0	1	0	-1
radioliknande	broadcast	0	0	0	1	1	1	1	0	1
nettobidragsgivaren	net	0	0	1	0	0	1	1	0	1
irakiseringen	be	0	1	0	0	0	0	1	0	1
önskades	desire	1	1	1	1	0	1	1	1	1
informationstekniken	field	0	0	1	1	1	1	1	0	0
diskrimineringsfrågan	issue	0	0	0	1	0	1	1	0	0
utförligt	detail	0	0	0	1	0	0	1	0	0
referaten	record	1	1	1	1	1	1	1	0	1
högergrupperna	group	0	0	0	1	1	0	1	0	1
reserverats	reserve	0	0	1	0	1	1	1	0	1
sektorsnivå	level	0	1	1	1	1	0	1	0	1
livskraft	help	1	1	0	1	0	1	1	1	0
informationstekniker	provide	1	1	1	1	1	1	1	0	1
luftfartsavtal	air	0	0	0	-1	0	1	0	0	0
EU-insatser	respond	0	1	0	0	0	1	1	0	1
Dalmatien	exile	0	0	-1	-1	0	1	1	-1	0
fadder	sponsor	1	1	1	1	1	1	1	0	1
rapporterade	report	0	0	-1	1	0	0	1	0	-1
upplysts	be	0	1	0	0	0	0	1	0	1
protektionistiskt	be	0	1	0	0	0	0	1	0	1
utvecklingsregionerna	develop	0	1	0	1	0	0	1	0	0
kontrollfasen	phase	0	0	0	1	1	0	1	0	0
EU-anslutning	join	1	1	1	1	1	1	1	1	1
socialtjänst	work	1	1	1	1	0	1	1	0	1
krigszonen	zone	0	0	0	0	0	0	1	0	0
sjötrafiken	ship	1	0	1	1	0	1	1	0	1
utbildningskostnader	train	1	1	1	1	1	1	1	1	1
klicka	click	0	0	0	1	0	0	1	0	1
luftsäkerheten	air	0	0	0	-1	0	1	0	0	0
trettiofem	have	1	1	1	0	0	1	1	0	1
svavelutsläpp	cause	-1	-1	0	0	0	-1	0	0	0
användningsförbud	ban	0	-1	-1	-1	0	1	1	0	0
framställde	present	1	1	1	1	1	1	1	0	1
Erikapaketen	package	0	0	0	1	1	0	1	0	1
eurovalutans	control	1	0	1	0	1	1	1	0	1
utspelet	move	0	0	0	1	0	1	1	0	0
unionsmedborgaren	study	1	0	1	1	1	1	1	0	1
återhämtning	recover	1	1	1	1	1	1	1	0	1
kvarboende	land	0	0	1	0	0	1	1	0	1
utrikesenheterna	be	0	1	0	0	0	0	1	0	1
unionsmedborgares	reside	0	1	1	1	1	1	1	0	1
välkomstyttringar	do	1	1	1	0	0	1	1	0	1
flamskyddsmedlen	ban	0	-1	-1	-1	0	1	1	0	0
katastrofstödet	aid	1	1	1	1	0	1	1	1	1
stålsektorn	make	0	0	0	1	0	0	1	0	0
marknadsföringsverksamheter	be	0	1	0	0	0	0	1	0	1
utfodra	feed	1	1	1	1	0	1	1	1	1
informationsvägar	route	0	0	0	0	0	1	1	0	0
vapenmakten	force	0	0	0	-1	0	1	0	-1	0
förtydliganden	clarify	0	1	1	1	1	1	1	0	1
västerlänningar	prevent	0	0	0	-1	0	1	1	-1	0
värdepappersmarknaderna	market	0	0	0	1	1	1	1	0	1
olust	lure	0	0	0	0	1	1	0	0	0
transaktionsbeskattning	tax	0	0	1	1	1	0	1	0	1
betraktades	regard	1	1	1	1	1	1	1	1	1
grannskapspolitiken	approach	0	1	1	0	1	1	1	0	1
adressat	urge	1	1	1	1	0	1	1	1	1
skeptikerna	have	1	1	1	0	0	1	1	0	1
EU-medlemskap	join	1	1	1	1	1	1	1	1	1
miljöskäl	reason	0	0	0	0	0	0	1	0	1
hemarbete	work	1	1	1	1	0	1	1	0	1
