fr Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
profitiez	take	1	1	1	0	1	1	1	0	1
décharger	unload	0	0	0	0	1	1	0	0	1
décharges	discharge	0	0	0	-1	0	1	1	0	0
marc	handle	0	1	0	1	0	1	1	0	1
favorisait	promote	1	1	1	1	1	1	1	0	1
mari	continue	1	1	1	1	1	0	1	0	1
mark	mark	0	1	0	0	0	1	1	0	0
thérapeutiques	relate	0	1	1	1	0	1	1	0	1
minerai	level	0	1	1	1	1	0	1	0	1
mars	last	0	0	0	0	0	-1	-1	0	0
pathétique	touch	1	0	1	0	0	1	1	0	1
industrie	manufacture	1	1	1	1	1	1	1	0	1
ignorions	know	1	1	1	0	1	1	1	0	1
accessoires	tune	0	1	1	0	1	1	1	0	1
interdissent	ban	0	-1	-1	-1	0	1	1	0	0
shopping	shop	0	0	1	0	1	1	1	0	1
gripper	seize	0	0	0	0	1	0	1	-1	1
guigne	blind	0	0	-1	-1	0	1	1	0	0
réaffectées	return	0	0	0	0	0	1	1	0	0
concrétisent	implement	1	1	1	1	1	1	1	0	1
autorisation	license	0	1	1	1	1	1	1	0	1
co-président	run	0	1	1	1	1	1	1	0	1
impera	rule	1	1	1	1	1	1	1	0	1
quantification	measure	0	1	0	0	0	0	1	0	1
immiscer	interfere	0	-1	0	0	0	1	0	0	0
profiler	sight	0	0	0	0	1	1	1	0	0
corporelles	cause	-1	-1	0	0	0	-1	0	0	0
Pâques	take	1	1	1	0	1	1	1	0	1
Macciotta	ask	0	0	0	0	1	1	1	0	0
paralysée	be	0	1	0	0	0	0	1	0	1
sélectionnées	select	0	0	1	1	0	1	1	1	1
instaurées	introduce	1	1	1	1	1	1	1	1	1
méandres	tape	0	0	0	0	0	1	1	0	0
privions	deprive	0	-1	0	-1	0	1	0	-1	0
cuisiniers	cook	0	1	0	1	1	1	1	0	1
licite	permit	0	0	0	1	1	1	1	1	0
téméraire	step	1	1	1	1	1	0	1	0	1
personnifié	do	1	1	1	0	0	1	1	0	1
Sixième	attain	1	1	1	0	1	1	1	0	1
générons	generate	0	0	1	1	1	1	1	0	1
stratégie	approach	0	1	1	0	1	1	1	0	1
eCall	feature	1	1	1	1	1	1	1	1	1
bilatéraux	trade	0	1	1	1	1	1	1	0	1
par	result	0	0	0	0	1	0	1	0	0
pas	step	1	1	1	1	1	0	1	0	1
absences	lack	0	0	0	0	-1	1	1	0	-1
apportera	bring	0	0	1	1	0	0	1	0	0
frappante	strike	1	1	0	0	0	1	1	0	0
soufre	fuel	0	0	0	1	1	1	1	0	1
comblerait	fill	0	1	1	1	1	1	1	0	1
définissez	define	0	0	0	1	1	1	1	0	0
précocement	stage	0	1	1	1	1	0	1	0	1
procureur	prosecute	0	0	-1	-1	0	1	1	-1	0
bordure	border	0	0	0	0	0	0	0	0	0
préactivés	be	0	1	0	0	0	0	1	0	1
intéressez	be	0	1	0	0	0	0	1	0	1
virtuellement	contend	0	1	1	0	1	1	1	0	1
collaborant	work	1	1	1	1	0	1	1	0	1
fameuses	be	0	1	0	0	0	0	1	0	1
justifieraient	justify	0	0	1	1	1	1	1	0	1
brandissent	be	0	1	0	0	0	0	1	0	1
dynamique	process	0	0	1	1	1	1	1	0	0
incontesté	dispute	0	0	-1	-1	-1	1	1	0	-1
roulés	pull	0	0	0	0	0	0	1	0	0
délestés	be	0	1	0	0	0	0	1	0	1
4,25	increase	1	1	0	1	0	1	1	0	1
identificateur	ask	0	0	0	0	1	1	1	0	0
attachant	pay	0	0	-1	0	0	-1	1	0	-1
transportées	transport	0	1	0	1	1	1	1	0	0
dictent	dictate	0	1	0	1	0	1	1	0	1
faibli	waver	0	-1	0	-1	0	1	1	0	1
expatrier	leave	0	0	0	0	0	0	1	-1	0
grouper	group	0	0	0	1	1	0	1	0	1
oppositions	conflict	0	0	0	-1	0	1	1	0	0
faible	lower	-1	1	1	0	0	1	1	0	1
dîtes	say	0	0	0	0	0	0	1	0	0
imprécise	formulate	1	1	1	1	1	1	1	0	1
indépendant	separate	0	0	0	-1	0	1	1	-1	0
écoutent	listen	0	1	1	1	0	0	1	0	1
aquaplaning	water	0	-1	0	-1	0	1	1	0	1
haine	hate	-1	0	-1	-1	-1	1	1	-1	-1
regrettant	regret	-1	0	-1	-1	-1	-1	1	0	-1
coïnciderait	coincide	0	1	0	1	0	0	1	0	0
situées	locate	0	1	0	1	1	1	1	0	0
fourvoyés	act	0	0	0	0	0	0	1	0	0
Caldeira	be	0	1	0	0	0	0	1	0	1
aidants	assist	1	1	1	1	1	1	1	1	1
Christos	sort	0	0	0	1	0	1	1	0	0
faux-monnayeurs	measure	0	1	0	0	0	0	1	0	1
marécage	thrust	0	0	0	-1	0	0	0	-1	0
préconisera	recommend	1	1	1	1	1	1	1	1	1
éclaircisse	clarify	0	1	1	1	1	1	1	0	1
abstenez	abstain	0	0	-1	0	0	0	1	0	1
décidée	decide	1	1	1	1	0	1	1	0	1
recopier	copy	0	0	0	1	1	1	1	0	1
névralgiques	spot	0	1	0	-1	1	1	1	-1	1
ajouteront	add	1	1	1	1	1	0	1	0	1
sonné	come	0	1	0	0	0	0	1	0	0
ajouterons	add	1	1	1	1	1	0	1	0	1
différends	dispute	0	0	-1	-1	-1	1	1	0	-1
préjudicielle	rule	1	1	1	1	1	1	1	0	1
appellerai	call	0	0	1	1	0	1	1	0	1
perte	lose	0	0	0	-1	-1	1	1	0	-1
substitueraient	target	0	0	0	1	0	0	0	0	0
magistrale	do	1	1	1	0	0	1	1	0	1
cloisonner	screen	0	0	0	0	0	1	1	0	1
Morvai	say	0	0	0	0	0	0	1	0	0
Georges	blind	0	0	-1	-1	0	1	1	0	0
dérangé	disturb	1	-1	0	-1	0	1	0	-1	0
participons	be	0	1	0	0	0	0	1	0	1
mou	know	1	1	1	0	1	1	1	0	1
mot	word	0	1	0	0	0	0	1	0	0
exonèrent	exempt	0	0	-1	-1	0	0	1	0	0
Lundgren	propose	0	1	1	1	0	0	1	0	1
moi	view	0	0	0	1	0	1	1	0	0
balader	go	0	0	0	0	0	0	1	0	0
balades	plant	1	1	1	1	1	1	1	0	1
mangerez	eat	0	1	1	-1	1	1	1	0	1
compilant	compile	1	1	1	1	1	1	1	0	1
intolérants	attempt	0	0	1	0	1	0	1	0	0
réceptacle	migrate	0	0	0	0	0	1	1	0	1
croisse	grow	1	1	1	1	1	1	1	0	1
lançant	launch	1	1	1	1	1	1	1	0	1
37.	water	0	-1	0	-1	0	1	1	0	1
bijoux	remove	-1	1	-1	-1	1	0	1	-1	0
concrètement	term	1	1	0	1	1	1	0	0	0
suintement	know	1	1	1	0	1	1	1	0	1
dépopulation	become	0	0	0	0	0	0	1	0	0
finissaient	end	0	1	0	0	1	0	1	0	0
articuler	link	1	1	1	1	1	1	1	0	0
appuie	support	1	1	1	1	0	1	1	1	1
cacherons	hide	0	0	0	0	0	0	1	1	0
fiscalisme	tax	0	0	1	1	1	0	1	0	1
terminent	end	0	1	0	0	1	0	1	0	0
poserons	be	0	1	0	0	0	0	1	0	1
entendaient	be	0	1	0	0	0	0	1	0	1
lancés	launch	1	1	1	1	1	1	1	0	1
consentiraient	involve	0	0	0	0	1	1	1	0	0
agréablement	delight	1	-1	1	0	0	1	1	-1	1
démunies	deprive	0	-1	0	-1	0	1	0	-1	0
appuis	support	1	1	1	1	0	1	1	1	1
étranglés	do	1	1	1	0	0	1	1	0	1
rédigerait	draw	0	0	1	1	1	1	0	0	0
livrer	make	0	0	0	1	0	0	1	0	0
livres	book	0	0	1	1	1	1	1	0	1
Goepel	play	1	1	1	1	1	1	1	0	1
dérégulation	process	0	0	1	1	1	1	1	0	0
subvient	support	1	1	1	1	0	1	1	1	1
aimeraient	like	1	1	1	1	0	1	1	1	1
livrez	have	1	1	1	0	0	1	1	0	1
allouons	allocate	0	1	1	1	1	1	1	0	1
nocifs	damage	1	-1	0	-1	0	1	-1	-1	0
correspondra	correspond	0	0	0	0	0	1	1	0	0
épizootie	spread	-1	-1	0	1	0	-1	1	0	0
correspondre	be	0	1	0	0	0	0	1	0	1
fondus	represent	0	1	0	1	0	1	1	0	0
bouleversant	shock	0	0	0	-1	0	1	-1	-1	0
ratifications	ratify	1	1	1	1	1	1	1	0	1
Ferber	be	0	1	0	0	0	0	1	0	1
conclusives	conclude	1	1	1	1	0	1	1	0	1
dérange	bother	0	-1	-1	-1	0	1	1	-1	0
notable	major	0	1	0	0	1	1	1	0	1
lancée	launch	1	1	1	1	1	1	1	0	1
attendues	expect	0	1	1	1	0	0	1	0	1
manufactures	manufacture	1	1	1	1	1	1	1	0	1
tuning	tune	0	1	1	0	1	1	1	0	1
originels	fly	0	1	1	0	0	0	1	0	1
soudain	become	0	0	0	0	0	0	1	0	0
déplorées	sort	0	0	0	1	0	1	1	0	0
contagion	spread	-1	-1	0	1	0	-1	1	0	0
aperçus	found	1	1	1	1	1	1	1	1	1
violence	force	0	0	0	-1	0	1	0	-1	0
nombreuse	number	0	0	0	1	0	0	1	0	0
ivresse	drink	0	0	1	0	1	0	1	0	1
aquaculture	farm	0	1	1	1	1	1	1	0	1
revêtiraient	have	1	1	1	0	0	1	1	0	1
libreéchange	free	1	1	1	1	1	1	1	1	1
aperçue	see	1	1	1	1	1	1	1	0	1
pertinente	appropriate	0	1	1	1	1	1	1	0	1
mouiller	stick	0	0	0	0	-1	1	1	0	-1
érodé	erode	0	-1	0	-1	0	1	0	0	0
signait	sign	0	0	1	1	1	1	1	0	1
amasser	amass	1	1	1	0	1	1	1	0	1
onzième	account	0	0	0	0	0	1	1	0	0
renforçons	be	0	1	0	0	0	0	1	0	1
trompons	let	0	0	0	1	-1	0	1	0	0
pasteurs	support	1	1	1	1	0	1	1	1	1
subventionnement	aid	1	1	1	1	0	1	1	1	1
soustrayant	cheat	0	-1	0	-1	0	1	1	-1	1
Slobodan	do	1	1	1	0	0	1	1	0	1
Kozlodouï	station	0	0	0	0	1	0	1	0	0
fixerez	set	0	0	1	1	1	1	1	0	1
déconseillent	be	0	1	0	0	0	0	1	0	1
pêchée	catch	0	1	0	0	1	1	1	0	1
gravir	climb	1	1	1	0	1	0	1	0	1
lions	link	1	1	1	1	1	1	1	0	0
revêtent	be	0	1	0	0	0	0	1	0	1
microprocesseur	test	0	1	1	0	1	1	1	0	1
qu’�	advance	0	1	1	1	1	0	1	0	1
pêchés	catch	0	1	0	0	1	1	1	0	1
camouflées	be	0	1	0	0	0	0	1	0	1
bien-être	benefit	1	1	0	1	1	1	1	1	1
balte	state	0	1	1	1	0	1	1	0	0
matinée	schedule	1	1	1	1	1	1	1	0	1
Obama	announce	1	1	1	1	1	1	1	0	1
agricole	farm	0	1	1	1	1	1	1	0	1
votiez	vote	0	0	0	1	1	1	1	0	0
entamions	start	1	1	1	1	1	1	1	0	1
#160	opt	1	1	1	0	1	1	1	0	1
freinant	hinder	0	-1	0	-1	0	1	0	-1	0
rencontrée	meet	0	1	1	1	1	1	1	0	1
systèmes	structure	1	1	0	1	1	1	1	0	0
émanations	give	0	1	1	0	0	0	1	0	1
corse	plot	0	0	0	-1	0	1	1	0	0
mémo	water	0	-1	0	-1	0	1	1	0	1
flamboyant	do	1	1	1	0	0	1	1	0	1
adresserez	address	1	1	0	1	1	1	1	0	1
Kwasniewski	sound	1	0	0	1	0	1	0	0	0
entrevu	see	1	1	1	1	1	1	1	0	1
relativement	regard	1	1	1	1	1	1	1	1	1
réexpédier	claim	1	1	1	0	1	1	1	0	1
intenses	determine	0	0	0	0	0	0	1	0	1
empruntent	be	0	1	0	0	0	0	1	0	1
simplifié	simplify	1	1	0	1	1	1	1	0	0
formulerai	make	0	0	0	1	0	0	1	0	0
reconsidérions	reconsider	0	1	0	1	0	1	1	0	1
affection	love	1	1	1	1	1	1	1	1	1
rassurezvous	answer	0	1	0	1	0	0	1	0	0
AESA	have	1	1	1	0	0	1	1	0	1
érode	erode	0	-1	0	-1	0	1	0	0	0
ravitaillement	refuel	0	0	0	0	1	1	0	0	1
AESM	field	0	0	1	1	1	1	1	0	0
Jiménez	function	0	1	0	1	1	1	1	0	0
mésaventures	live	1	1	1	1	1	1	1	0	1
défendu	defend	1	1	1	1	0	1	1	1	1
défends	defend	1	1	1	1	0	1	1	1	1
mette	put	1	1	1	0	1	1	1	0	1
hémovigilance	monitor	0	1	1	1	1	0	1	0	0
agricoles	farm	0	1	1	1	1	1	1	0	1
blanchissement	launder	0	1	1	1	1	1	1	0	1
UE-ACP	represent	0	1	0	1	0	1	1	0	0
vaguement	term	1	1	0	1	1	1	0	0	0
râle	last	0	0	0	0	0	-1	-1	0	0
ingèrent	intervene	0	0	0	-1	0	1	1	0	1
acoustique	sound	1	0	0	1	0	1	0	0	0
désintégrer	disintegrate	0	-1	0	-1	0	0	0	0	0
commercialisées	market	0	0	0	1	1	1	1	0	1
imprimantes	lock	0	0	1	1	0	0	1	0	1
curatif	cure	0	1	0	1	0	1	1	0	1
trimestrielle	return	0	0	0	0	0	1	1	0	0
identifiait	identify	0	0	-1	0	0	1	1	0	0
préparent	prepare	1	1	1	1	1	1	1	1	1
mouvants	shift	0	0	0	0	1	0	1	0	0
mouvante	move	0	0	0	1	0	1	1	0	0
prudent	caution	1	1	1	1	0	1	1	-1	-1
diable	do	1	1	1	0	0	1	1	0	1
subdivision	divide	0	-1	0	-1	0	1	0	-1	0
observée	observe	1	1	1	1	0	1	1	0	1
menthe	have	1	1	1	0	0	1	1	0	1
menuisier	cut	0	0	0	-1	0	0	1	0	0
observés	observe	1	1	1	1	0	1	1	0	1
simplifie	simplify	1	1	0	1	1	1	1	0	0
composent	make	0	0	0	1	0	0	1	0	0
caste	group	0	0	0	1	1	0	1	0	1
SIS	know	1	1	1	0	1	1	1	0	1
SIR	level	0	1	1	1	1	0	1	0	1
surprendra	surprise	1	1	1	1	1	0	1	0	1
forger	forge	1	1	1	1	1	1	1	0	1
surprendre	surprise	1	1	1	1	1	0	1	0	1
communautaire	level	0	1	1	1	1	0	1	0	1
récent	publish	1	1	1	1	1	1	1	0	1
périphériques	border	0	0	0	0	0	0	0	0	0
Vaz	leave	0	0	0	0	0	0	1	-1	0
SIG	be	0	1	0	0	0	0	1	0	1
SIE	control	1	0	1	0	1	1	1	0	1
intellectuel	learn	1	1	1	0	1	1	1	0	1
repérés	detect	0	0	0	0	0	0	0	0	0
neufs	manufacture	1	1	1	1	1	1	1	0	1
efficients	make	0	0	0	1	0	0	1	0	0
noeud	point	0	0	0	0	1	0	1	0	0
perturbées	disrupt	1	-1	0	-1	0	1	0	-1	0
périple	tour	0	1	0	0	1	1	1	0	1
ballottées	satisfy	1	1	0	1	0	1	1	1	1
passations	award	1	1	1	1	0	1	1	0	1
abordaient	deal	0	0	0	0	0	0	0	0	0
focalisées	go	0	0	0	0	0	0	1	0	0
Investir	do	1	1	1	0	0	1	1	0	1
résiduel	remain	0	0	0	0	0	0	1	0	0
sound	sound	1	0	0	1	0	1	0	0	0
INRA	be	0	1	0	0	0	0	1	0	1
insectes	tell	1	1	0	1	0	1	1	0	0
avant-postes	lead	0	1	1	1	1	0	1	0	1
proportionnalité	match	1	1	1	1	0	1	1	0	1
décimées	be	0	1	0	0	0	0	1	0	1
perduré	last	0	0	0	0	0	-1	-1	0	0
englobé	include	1	1	1	1	1	1	1	1	0
parisiennes	answer	0	1	0	1	0	0	1	0	0
aliénera	alienate	1	-1	0	-1	0	1	0	-1	1
toxicité	account	0	0	0	0	0	1	1	0	0
effectuée	carry	0	1	1	0	0	1	1	0	0
stationnement	park	0	0	0	0	0	1	1	0	1
chassera	drive	1	1	0	1	0	1	1	0	1
précédemment	be	0	1	0	0	0	0	1	0	1
balançons	be	0	1	0	0	0	0	1	0	1
exemptions	block	0	0	-1	-1	0	1	1	0	-1
postées	station	0	0	0	0	1	0	1	0	0
saleté	own	0	1	1	1	1	1	1	0	1
pèserait	be	0	1	0	0	0	0	1	0	1
interconnexions	link	1	1	1	1	1	1	1	0	0
gracieux	free	1	1	1	1	1	1	1	1	1
irrémédiables	avoid	-1	1	-1	0	1	-1	1	0	1
accentuerait	make	0	0	0	1	0	0	1	0	0
révélez	be	0	1	0	0	0	0	1	0	1
regagnons	be	0	1	0	0	0	0	1	0	1
affectation	earmark	0	1	1	1	1	1	1	0	1
soupçonnions	suspect	-1	0	-1	0	-1	-1	1	0	-1
zélées	commit	-1	-1	0	0	-1	0	1	0	-1
révéler	be	0	1	0	0	0	0	1	0	1
emballe	control	1	0	1	0	1	1	1	0	1
tolérerions	tolerate	-1	0	-1	1	0	1	1	0	-1
Hecke	comment	0	0	0	0	0	1	1	0	1
contributions	make	0	0	0	1	0	0	1	0	0
vigoureusement	term	1	1	0	1	1	1	0	0	0
opter	opt	1	1	1	0	1	1	1	0	1
aucunement	mean	0	0	0	0	0	-1	0	0	0
stoppées	stop	0	0	0	-1	1	1	1	-1	0
optez	opt	1	1	1	0	1	1	1	0	1
surpoids	be	0	1	0	0	0	0	1	0	1
Netannyahou	do	1	1	1	0	0	1	1	0	1
dégraisser	down	0	0	0	0	0	0	1	0	0
obtiendrions	obtain	1	1	1	0	1	1	1	0	1
renversé	overthrow	-1	1	-1	-1	1	1	1	-1	1
perdure	continue	1	1	1	1	1	0	1	0	1
ranger	agree	0	0	0	0	1	1	1	0	1
polluant	pollute	0	-1	0	-1	0	1	-1	0	0
cohorte	herd	0	0	1	1	0	1	1	0	1
canaliser	channel	0	0	0	0	0	0	1	0	0
craignent	fear	-1	0	-1	0	-1	0	1	0	-1
dissensions	dissent	0	0	-1	-1	0	1	1	0	1
élargira	enlarge	0	0	0	-1	1	1	1	0	0
vaincu	defeat	0	0	-1	-1	1	1	1	-1	1
Forums	meet	0	1	1	1	1	1	1	0	1
connectés	connect	0	1	0	1	1	0	1	0	0
Alvaro	sort	0	0	0	1	0	1	1	0	0
rectifiées	adjust	0	0	0	1	0	1	1	0	0
sachions	know	1	1	1	0	1	1	1	0	1
cumulatif	look	0	1	1	0	0	0	1	0	1
ôtons	take	1	1	1	0	1	1	1	0	1
invoquaient	claim	1	1	1	0	1	1	1	0	1
infiltrent	infiltrate	1	0	-1	-1	1	1	1	-1	1
broncher	lie	0	0	0	0	0	1	1	0	0
palais	build	1	1	1	1	1	1	1	0	1
gouvernez	govern	1	1	1	1	1	1	1	0	1
Constitution	have	1	1	1	0	0	1	1	0	1
réjouirions	welcome	1	1	1	1	1	1	1	1	1
agresse	attack	0	-1	-1	-1	1	1	0	-1	0
gouverner	govern	1	1	1	1	1	1	1	0	1
flacon	matter	0	0	0	-1	0	1	1	0	0
coûtent	cost	0	-1	0	0	0	0	1	-1	0
accepterons	accept	1	1	1	1	1	1	1	0	1
réparaient	repair	0	1	0	1	1	1	1	0	1
accepteront	accept	1	1	1	1	1	1	1	0	1
aptitude	can	0	0	0	0	0	1	1	0	1
sentiers	zone	0	0	0	0	0	0	1	0	0
baptisée	call	0	0	1	1	0	1	1	0	1
symboliquement	term	1	1	0	1	1	1	0	0	0
score	score	1	1	1	0	1	1	1	0	1
connectée	connect	0	1	0	1	1	0	1	0	0
distinct	separate	0	0	0	-1	0	1	1	-1	0
disparues	miss	1	1	0	0	-1	1	1	0	-1
Bucarest	visit	1	1	1	1	1	1	1	1	1
avouées	hide	0	0	0	0	0	0	1	1	0
admettez	agree	0	0	0	0	1	1	1	0	1
fonctionneraient	work	1	1	1	1	0	1	1	0	1
criminel	attack	0	-1	-1	-1	1	1	0	-1	0
Picasso	depict	0	0	0	1	0	1	1	0	0
ovules	own	0	1	1	1	1	1	1	0	1
adopterions	adopt	1	1	1	1	1	1	1	0	1
traductions	time	0	0	1	0	1	0	1	0	1
navires-poubelles	ship	1	0	1	1	0	1	1	0	1
autodiscipline	discipline	1	1	1	1	0	1	1	0	1
saillante	give	0	1	1	0	0	0	1	0	1
refermera	shut	1	0	0	0	0	0	1	0	0
prospérera	prosper	1	1	0	1	1	1	1	0	1
géolocalisation	position	0	0	0	1	0	1	1	0	0
volatiles	create	1	1	0	1	1	1	1	0	0
soutiendrait	support	1	1	1	1	0	1	1	1	1
interrogatrice	become	0	0	0	0	0	0	1	0	0
paranoïa	exhibit	0	0	0	0	1	1	1	0	1
autonomistes	pursue	0	1	1	0	0	1	1	0	1
installent	move	0	0	0	1	0	1	1	0	0
saillants	tighten	0	0	0	0	0	1	1	0	0
détournions	be	0	1	0	0	0	0	1	0	1
encourageant	encourage	1	1	1	1	0	1	1	1	1
attiré	draw	0	0	1	1	1	1	0	0	0
métalliques	can	0	0	0	0	0	1	1	0	1
retirait	withdraw	0	0	0	-1	0	1	1	0	0
interethniques	handle	0	1	0	1	0	1	1	0	1
discrètes	do	1	1	1	0	0	1	1	0	1
plaintives	complain	0	0	0	0	0	1	1	0	1
qualifieriez	call	0	0	1	1	0	1	1	0	1
baptisés	call	0	0	1	1	0	1	1	0	1
affiliées	affiliate	0	1	1	1	0	1	1	0	1
planifiées	plan	1	1	1	1	1	1	1	0	1
liquidant	do	1	1	1	0	0	1	1	0	1
libéralités	benefit	1	1	0	1	1	1	1	1	1
agressé	attack	0	-1	-1	-1	1	1	0	-1	0
mandataire	authorize	1	1	1	1	1	1	1	0	1
transplantations	transplant	0	1	0	1	0	1	1	0	1
vidéoconférence	record	1	1	1	1	1	1	1	0	1
glorieux	be	0	1	0	0	0	0	1	0	1
irrémédiablement	deal	0	0	0	0	0	0	0	0	0
déréglée	disrupt	1	-1	0	-1	0	1	0	-1	0
enlisions	down	0	0	0	0	0	0	1	0	0
adversaires	oppose	0	0	-1	-1	0	1	1	0	-1
compromettra	compromise	0	-1	0	-1	-1	1	0	0	0
compromettre	compromise	0	-1	0	-1	-1	1	0	0	0
étudiée	study	1	0	1	1	1	1	1	0	1
effondrerait	collapse	0	0	0	-1	0	1	1	0	0
sanctuaire	press	0	1	0	-1	0	1	1	-1	0
informelles	hold	0	1	1	1	1	1	1	0	1
modifierai	change	0	1	0	1	0	1	1	0	1
cambriolages	police	0	0	0	-1	0	1	1	0	0
rétribuions	shoulder	0	0	0	0	0	1	1	0	1
recoupent	overlap	0	0	0	0	0	1	1	0	0
agrandissaient	enlarge	0	0	0	-1	1	1	1	0	0
désuète	date	0	0	1	0	1	0	1	0	1
étudiés	study	1	0	1	1	1	1	1	0	1
reprenais	take	1	1	1	0	1	1	1	0	1
venger	take	1	1	1	0	1	1	1	0	1
affaiblissons	weaken	0	-1	0	-1	0	1	0	-1	0
inquiétaient	concern	1	-1	0	-1	0	1	1	-1	0
reprenait	take	1	1	1	0	1	1	1	0	1
créances	claim	1	1	1	0	1	1	1	0	1
croissance	grow	1	1	1	1	1	1	1	0	1
éparse	assure	1	1	1	1	1	1	1	1	1
testés	test	0	1	1	0	1	1	1	0	1
inscrirait	fit	0	0	1	1	0	1	1	0	1
annonçaient	be	0	1	0	0	0	0	1	0	1
Lisi	have	1	1	1	0	0	1	1	0	1
cumuler	accumulate	0	0	0	1	0	1	1	0	1
perplexe	puzzle	0	0	0	-1	1	1	1	0	0
Rapporteurs	desire	1	1	1	1	0	1	1	1	1
Stevens	comment	0	0	0	0	0	1	1	0	1
arbitres	emerge	1	1	0	0	0	1	1	0	1
imaginées	power	1	0	0	0	0	0	1	0	1
aidiez	help	1	1	0	1	0	1	1	1	0
emporterai	take	1	1	1	0	1	1	1	0	1
trafiquent	cheat	0	-1	0	-1	0	1	1	-1	1
confondant	confuse	0	0	0	-1	0	1	1	-1	0
entretiendra	be	0	1	0	0	0	0	1	0	1
écopoints	point	0	0	0	0	1	0	1	0	0
parvenez	can	0	0	0	0	0	1	1	0	1
frivole	sort	0	0	0	1	0	1	1	0	0
acomptes	advance	0	1	1	1	1	0	1	0	1
rigueurs	regret	-1	0	-1	-1	-1	-1	1	0	-1
revalorisation	upgrade	0	0	0	1	1	1	1	0	1
innove	be	0	1	0	0	0	0	1	0	1
préindustriel	keep	1	1	1	0	1	1	1	1	1
compatriotes	own	0	1	1	1	1	1	1	0	1
excéderaient	exceed	0	0	0	0	0	0	1	0	0
entrevoyons	be	0	1	0	0	0	0	1	0	1
imitant	imitate	1	1	1	1	1	1	1	0	1
opprimées	oppress	0	-1	-1	-1	0	1	0	-1	1
différeront	differ	1	0	0	0	1	1	1	0	0
Plusieurs	number	0	0	0	1	0	0	1	0	0
grincement	come	0	1	0	0	0	0	1	0	0
individuelles	own	0	1	1	1	1	1	1	0	1
Texas	consider	1	1	1	1	1	1	1	0	1
surtout	focus	1	1	1	1	0	1	1	0	1
parrainées	sponsor	1	1	1	1	1	1	1	0	1
maritimes	ship	1	0	1	1	0	1	1	0	1
commerçantes	trade	0	1	1	1	1	1	1	0	1
vedettes	star	1	1	1	1	1	1	1	0	1
Ciba-Geigy	say	0	0	0	0	0	0	1	0	0
Assemblé	urge	1	1	1	1	0	1	1	1	1
prophètes	protect	1	1	1	1	0	1	1	1	1
promouvra	promote	1	1	1	1	1	1	1	0	1
difficulté	trouble	0	-1	0	-1	0	1	0	-1	0
reculer	back	1	1	1	1	1	1	1	1	1
étouffante	suffocate	0	-1	-1	-1	0	1	0	-1	0
maillons	link	1	1	1	1	1	1	1	0	0
reculez	back	1	1	1	1	1	1	1	1	1
crépuscule	fly	0	1	1	0	0	0	1	0	1
anéantira	destroy	0	-1	-1	-1	0	1	0	-1	0
athlétisme	sport	1	0	1	1	1	1	1	0	1
essaierai	try	0	1	1	0	1	1	1	0	0
renverrait	back	1	1	1	1	1	1	1	1	1
piloté	drive	1	1	0	1	0	1	1	0	1
exiler	exile	0	0	-1	-1	0	1	1	-1	0
allongement	increase	1	1	0	1	0	1	1	0	1
renverrais	refer	1	1	1	1	0	1	1	1	1
géomorphologie	owe	0	0	-1	0	-1	0	1	0	-1
comptez	intend	0	0	0	1	0	1	1	0	1
porte	be	0	1	0	0	0	0	1	0	1
tyrannise	dismay	1	-1	0	1	0	1	1	-1	1
débiles	be	0	1	0	0	0	0	1	0	1
guérillero	face	0	0	0	0	1	1	1	0	1
président	head	1	0	1	1	1	1	1	0	1
repousser	postpone	0	0	0	-1	0	1	1	0	0
récupérons	be	0	1	0	0	0	0	1	0	1
revigorer	reinvigorate	1	1	1	1	1	1	1	0	1
ports	locate	0	1	0	1	1	1	1	0	0
suceptible	need	0	1	1	0	0	1	1	0	0
FEADER	rule	1	1	1	1	1	1	1	0	1
mental	form	1	1	1	1	1	1	1	0	1
allèguent	claim	1	1	1	0	1	1	1	0	1
innové	grind	0	0	0	-1	0	0	1	0	1
concentriques	draw	0	0	1	1	1	1	0	0	0
donnée	give	0	1	1	0	0	0	1	0	1
enfermons	be	0	1	0	0	0	0	1	0	1
fiscaux	tax	0	0	1	1	1	0	1	0	1
sacro-saint	relate	0	1	1	1	0	1	1	0	1
réunissons	meet	0	1	1	1	1	1	1	0	1
politico-militaire	adopt	1	1	1	1	1	1	1	0	1
hommage	pay	0	0	-1	0	0	-1	1	0	-1
Criminal	enjoy	1	1	1	1	1	1	1	1	1
donnés	give	0	1	1	0	0	0	1	0	1
interdépendance	link	1	1	1	1	1	1	1	0	0
rendez-vous	meet	0	1	1	1	1	1	1	0	1
imaginons	imagine	0	0	0	0	0	0	1	0	0
divertissante	entertain	1	1	1	1	0	1	1	1	1
donateurs	aid	1	1	1	1	0	1	1	1	1
cœur	focus	1	1	1	1	0	1	1	0	1
rejoignent	join	1	1	1	1	1	1	1	1	1
emmagasinées	pump	0	0	0	1	1	1	1	0	1
Poggiolini	propose	0	1	1	1	0	0	1	0	1
broyées	crush	0	0	-1	-1	1	1	1	-1	0
effets	result	0	0	0	0	1	0	1	0	0
grevant	burden	0	-1	-1	-1	-1	0	1	0	-1
acculées	face	0	0	0	0	1	1	1	0	1
insoupçonnée	raise	0	0	1	1	0	0	1	0	1
