de Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
Segel	sail	1	1	1	1	1	1	1	0	1
Segen	bless	1	1	1	1	1	1	1	1	1
Überalterung	age	0	0	0	-1	0	1	1	0	0
spots	spot	0	1	0	-1	1	1	1	-1	1
wahllos	distribute	1	1	1	0	1	1	1	0	1
Waffengewalt	arm	0	0	0	-1	0	1	0	-1	0
Fachpersonal	staff	1	1	1	1	1	1	1	0	1
Bauvorhaben	work	1	1	1	1	0	1	1	0	1
betrauern	mourn	-1	1	-1	-1	0	-1	1	1	1
auszuspielen	play	1	1	1	1	1	1	1	0	1
Drogenmißbrauchs	abuse	1	-1	-1	-1	0	1	1	-1	-1
Asylanträge	request	0	0	1	0	1	1	1	0	1
dazulernen	learn	1	1	1	0	1	1	1	0	1
Kommunikationskanäle	channel	0	0	0	0	0	0	1	0	0
anhaltenden	continue	1	1	1	1	1	0	1	0	1
anhaltendem	sustain	0	1	1	1	1	1	1	1	1
Steuervorteilen	tax	0	0	1	1	1	0	1	0	1
ausgereifte	mature	0	1	0	1	0	1	1	0	0
Aufnahmeland	host	1	1	1	1	1	1	1	0	1
anhaltendes	continue	1	1	1	1	1	0	1	0	1
anhaltender	sustain	0	1	1	1	1	1	1	1	1
Abfallaufkommen	waste	0	-1	0	-1	-1	1	1	0	-1
übertragenen	confer	0	0	0	1	1	1	1	0	1
Komplotts	plot	0	0	0	-1	0	1	1	0	0
beisammen	collect	1	1	1	1	1	1	1	0	1
Bauvorschriften	build	1	1	1	1	1	1	1	0	1
liegen	be	0	1	0	0	0	0	1	0	1
genehmigten	approve	1	1	1	1	1	1	1	0	1
Nein-Stimme	oppose	0	0	-1	-1	0	1	1	0	-1
unterstützte	support	1	1	1	1	0	1	1	1	1
Machthabern	power	1	0	0	0	0	0	1	0	1
Blickfeld	focus	1	1	1	1	0	1	1	0	1
genehmigter	approve	1	1	1	1	1	1	1	0	1
Aufbauphase	phase	0	0	0	1	1	0	1	0	0
Spaltungen	split	1	0	1	-1	0	1	1	-1	1
männlichen	man	0	0	0	0	0	1	1	0	1
auszufüllen	fill	0	1	1	1	1	1	1	0	1
zusammenfiel	coincide	0	1	0	1	0	0	1	0	0
gehegt	nurture	1	1	1	1	0	1	1	1	1
Hungertod	starve	0	-1	-1	-1	0	1	0	-1	1
Wüste	desert	0	-1	-1	-1	0	1	1	-1	-1
Arbeitsweisen	practice	0	0	1	1	0	0	1	0	0
überstimmen	down	0	0	0	0	0	0	1	0	0
reagierte	react	0	0	0	0	0	0	1	0	0
Hilfeschrei	cry	0	1	0	0	-1	0	1	0	-1
Armutszeugnis	reunite	1	1	1	1	1	1	1	1	1
effektiver	streamline	0	1	0	1	1	1	1	0	1
rule	rule	1	1	1	1	1	1	1	0	1
davongetragen	win	1	1	1	1	1	1	1	0	1
effektiven	reinforce	1	0	0	1	0	1	1	-1	0
Versuchspersonen	subject	0	0	1	1	0	1	1	0	1
Protestwelle	wave	0	0	0	1	0	1	1	0	0
zuzunehmen	appear	1	0	1	0	0	1	1	0	1
partnerschaftliche	verify	1	1	1	1	1	1	1	0	1
Konsultationen	consult	1	1	1	1	1	1	1	1	1
infrage	question	0	0	1	1	1	1	1	0	1
größerer	major	0	1	0	0	1	1	1	0	1
größeres	increase	1	1	0	1	0	1	1	0	1
vorschreiben	prescribe	1	1	1	1	1	1	1	0	1
Eindeutigkeit	clear	0	1	1	1	1	1	1	0	1
Finanzbereich	finance	1	1	1	1	1	1	1	0	1
größeren	major	0	1	0	0	1	1	1	0	1
unentgeltlich	free	1	1	1	1	1	1	1	1	1
eingeschlagene	embark	1	1	0	1	1	1	1	0	1
votes	vote	0	0	0	1	1	1	1	0	0
Warnhinweise	warn	0	1	0	1	0	1	1	0	0
Konsequenzen	result	0	0	0	0	1	0	1	0	0
Programmplanung	plan	1	1	1	1	1	1	1	0	1
Durchgang	round	0	0	0	0	1	0	1	0	0
drauf	label	0	0	0	0	0	1	0	0	0
Auszählung	count	0	0	1	1	1	1	1	0	1
Haushaltspaket	package	0	0	0	1	1	0	1	0	1
unterschiedlichster	range	0	0	0	0	0	0	0	0	0
Rohstofflieferungen	supply	0	0	1	1	1	1	1	0	1
Einwanderungswelle	wave	0	0	0	1	0	1	1	0	0
Forschungsanstrengungen	research	0	-1	1	1	1	1	1	0	1
Farbe	paint	1	1	1	1	1	1	1	0	1
befehligt	command	1	0	1	0	1	1	1	0	1
Rechnungsstellung	bill	0	0	1	1	1	1	1	0	1
Verhandlungsrecht	negotiate	1	1	1	1	1	1	1	0	1
Streitschlichtung	dispute	0	0	-1	-1	-1	1	1	0	-1
bedrohter	endanger	1	-1	0	-1	0	1	0	0	0
'nicht	beat	0	-1	-1	-1	0	1	1	-1	0
bedrohten	threaten	0	-1	-1	-1	0	1	1	-1	-1
konsumieren	consume	0	0	1	0	1	1	1	0	1
beschlagnahmten	confiscate	0	0	-1	-1	1	1	1	0	1
Finanzierungsentscheidungen	fund	1	1	1	1	1	1	1	0	1
berauben	deprive	0	-1	0	-1	0	1	0	-1	0
verfolgen	follow	0	0	1	1	1	1	1	0	1
Einfuhren	import	0	0	0	1	1	1	1	0	1
beeindruckte	strike	1	1	0	0	0	1	1	0	0
verbrieft	inaugurate	1	1	1	1	1	1	1	0	1
Leichtwaffen	light	0	1	1	1	0	1	1	0	1
Zusammenschlüsse	group	0	0	0	1	1	0	1	0	1
verrate	betray	1	-1	-1	-1	0	1	1	-1	0
eingekerkert	imprison	0	-1	-1	-1	0	1	0	-1	0
Abstimmungsverfahren	vote	0	0	0	1	1	1	1	0	0
Reglement	rule	1	1	1	1	1	1	1	0	1
Untersuchung	study	1	0	1	1	1	1	1	0	1
aufgemacht	word	0	1	0	0	0	0	1	0	0
Vorrücken	advance	0	1	1	1	1	0	1	0	1
kräftigen	boost	0	0	0	1	0	1	1	0	0
toll	remark	0	0	0	0	0	1	1	-1	1
zunehmende	increase	1	1	0	1	0	1	1	0	1
Ratsentwurf	draft	1	1	1	1	1	1	1	0	1
derjenige	man	0	0	0	0	0	1	1	0	1
Einkommensverluste	fall	0	0	0	-1	-1	0	1	0	-1
abarbeiten	scale	0	0	0	0	0	0	1	0	0
dementiert	deny	0	0	-1	-1	0	1	1	0	-1
Wechselkursrisiko	exchange	0	0	1	0	1	0	1	0	0
interne	finance	1	1	1	1	1	1	1	0	1
Bonität	rate	0	1	0	1	0	0	1	0	0
Umsetzungsphase	phase	0	0	0	1	1	0	1	0	0
renommierten	respect	1	1	1	1	0	1	1	1	1
beunruhigten	worry	0	0	-1	-1	0	0	1	-1	-1
umzustimmen	mind	0	0	1	1	1	1	1	0	1
angefochtenen	contest	0	0	-1	0	0	1	1	0	-1
Zuchtfisch	farm	0	1	1	1	1	1	1	0	1
Fanggründen	water	0	-1	0	-1	0	1	1	0	1
Millionen	help	1	1	0	1	0	1	1	1	0
Durchschnittseinkommens	average	0	1	0	0	0	1	1	0	1
angereichertem	enrich	1	1	1	1	1	1	1	1	1
angereicherten	enrich	1	1	1	1	1	1	1	1	1
angereichertes	enrich	1	1	1	1	1	1	1	1	1
Health	check	0	0	0	0	1	1	1	0	1
Gleiche	happen	0	0	0	0	0	0	-1	0	0
Stau	jam	0	-1	0	-1	0	1	0	0	0
gehörte	belong	1	0	1	1	1	1	1	0	0
Willensbildung	process	0	0	1	1	1	1	1	0	0
wettzumachen	lose	0	0	0	-1	-1	1	1	0	-1
zurückbehalten	retain	1	1	1	1	1	1	1	0	1
überprüfte	review	0	0	0	1	0	1	1	0	0
Handelsabkommens	trade	0	1	1	1	1	1	1	0	1
Stab	staff	1	1	1	1	1	1	1	0	1
mitgerechnet	count	0	0	1	1	1	1	1	0	1
liebenden	love	1	1	1	1	1	1	1	1	1
Befriedigung	satisfy	1	1	0	1	0	1	1	1	1
Entschärfung	ease	0	1	0	1	0	1	1	0	1
Smartphones	phone	0	0	1	0	0	1	1	0	1
mißbilligen	disapprove	1	0	-1	-1	0	1	1	1	1
Dinge	issue	0	0	0	1	0	1	1	0	0
Migrationsstrom	flow	0	0	0	0	0	0	1	0	0
zurücknimmt	withdraw	0	0	0	-1	0	1	1	0	0
Lebenshaltungskosten	live	1	1	1	1	1	1	1	0	1
Subsidiaritätsprinzip	permeate	1	0	0	1	0	1	-1	0	0
Absatzförderungskampagnen	campaign	0	0	1	1	1	1	1	-1	1
weiteres	further	1	1	1	1	0	1	1	0	1
work	work	1	1	1	1	0	1	1	0	1
missverständlich	mislead	0	-1	0	-1	0	1	0	-1	0
Seeschifffahrt	ship	1	0	1	1	0	1	1	0	1
abzustecken	mark	0	1	0	0	0	1	1	0	0
weiterem	further	1	1	1	1	0	1	1	0	1
Militärkonflikt	conflict	0	0	0	-1	0	1	1	0	0
weiteren	further	1	1	1	1	0	1	1	0	1
Aufgeben	abandon	0	-1	-1	-1	-1	0	1	-1	-1
springen	jump	0	0	0	0	1	0	1	-1	1
unterzeichneter	sign	0	0	1	1	1	1	1	0	1
unterzeichnetes	sign	0	0	1	1	1	1	1	0	1
schockierende	shock	0	0	0	-1	0	1	-1	-1	0
gegen	oppose	0	0	-1	-1	0	1	1	0	-1
Dienstleistungsverträgen	contract	-1	0	-1	0	-1	-1	1	0	-1
kundgetan	know	1	1	1	0	1	1	1	0	1
Kontrolldichte	check	0	0	0	0	1	1	1	0	1
beuge	bow	0	0	0	0	0	1	1	0	0
überlebenden	survive	-1	1	-1	0	1	-1	1	0	1
unterzeichneten	sign	0	0	1	1	1	1	1	0	1
anderer	disagree	0	0	0	1	0	1	1	0	1
anderes	do	1	1	1	0	0	1	1	0	1
unterstreicht	underline	0	0	0	1	0	1	1	0	0
Rekordzahl	record	1	1	1	1	1	1	1	0	1
Streitkräfte	force	0	0	0	-1	0	1	0	-1	0
unterstreiche	stress	0	0	1	1	0	1	1	0	0
Verkehrszeichen	sign	0	0	1	1	1	1	1	0	1
anderen	rest	1	1	1	1	1	1	1	0	1
abzuschrecken	discourage	0	0	-1	-1	0	1	1	-1	0
anderem	include	1	1	1	1	1	1	1	1	0
geschmuggelte	smuggle	0	0	-1	-1	1	1	0	-1	1
Handelsfreiheit	trade	0	1	1	1	1	1	1	0	1
Weinen	cry	0	1	0	0	-1	0	1	0	-1
ablenkt	distract	0	-1	0	-1	0	1	0	-1	0
Übermittlung	transfer	0	0	0	0	0	1	1	0	0
eskalieren	escalate	0	-1	0	-1	0	0	1	0	0
Neubestimmung	reshape	0	0	0	1	0	1	1	0	0
dringlich	urge	1	1	1	1	0	1	1	1	1
Ausfuhrvorschriften	export	0	0	1	0	1	1	1	0	1
aneinander	border	0	0	0	0	0	0	0	0	0
Ämtern	position	0	0	0	1	0	1	1	0	0
las	read	0	0	1	0	1	0	1	0	1
überschatten	overshadow	0	-1	0	-1	0	1	0	0	0
praktikabel	work	1	1	1	1	0	1	1	0	1
Sensibilisierung	educate	1	1	1	1	1	1	1	1	1
Höhenflug	soar	0	1	0	0	0	1	1	0	1
Steuersenkung	tax	0	0	1	1	1	0	1	0	1
Nahrungsmittelversorgung	supply	0	0	1	1	1	1	1	0	1
order	order	0	0	0	-1	0	0	1	0	0
überschattet	overshadow	0	-1	0	-1	0	1	0	0	0
Loblied	praise	1	1	1	1	1	1	1	1	1
öffentlicher	contract	-1	0	-1	0	-1	-1	1	0	-1
öffentliches	open	1	1	1	1	0	0	1	0	1
Obergrenze	limit	0	0	0	-1	0	1	1	0	0
wohldurchdachten	consider	1	1	1	1	1	1	1	0	1
übereinkommen	agree	0	0	0	0	1	1	1	0	1
öffentlichen	state	0	1	1	1	0	1	1	0	0
öffentlichem	own	0	1	1	1	1	1	1	0	1
gegenübergestellt	face	0	0	0	0	1	1	1	0	1
mitnehmen	take	1	1	1	0	1	1	1	0	1
unterschreibe	support	1	1	1	1	0	1	1	1	1
Motivationsschub	shoot	0	0	0	-1	0	-1	1	-1	0
übersprungen	miss	1	1	0	0	-1	1	1	0	-1
straft	belie	0	0	0	1	0	1	1	0	0
Fachrichtungen	discipline	1	1	1	1	0	1	1	0	1
bezweifelt	doubt	0	0	-1	-1	0	1	1	0	-1
-verarbeitung	process	0	0	1	1	1	1	1	0	0
Aufnahmestaates	host	1	1	1	1	1	1	1	0	1
bezweifeln	doubt	0	0	-1	-1	0	1	1	0	-1
Aufnahmestaaten	host	1	1	1	1	1	1	1	0	1
bezweifele	doubt	0	0	-1	-1	0	1	1	0	-1
schont	stock	0	0	1	1	1	1	1	0	1
ergänzte	supplement	1	1	1	1	1	1	1	0	1
gezeigt	show	1	1	1	0	1	0	1	0	0
Regalen	shelve	0	0	0	-1	0	1	1	0	1
Markennamen	brand	0	0	0	1	1	0	1	0	1
veranlaßt	lead	0	1	1	1	1	0	1	0	1
Umsetzungsprozess	implement	1	1	1	1	1	1	1	0	1
umfasst	include	1	1	1	1	1	1	1	1	0
Gedankengang	think	0	0	1	1	1	1	1	1	0
aufgeführte	list	0	0	0	1	0	0	1	0	1
Orkan	storm	0	-1	-1	-1	0	1	1	-1	1
Teilnehmerländer	participate	1	1	1	1	1	1	1	0	1
Ministertagung	meet	0	1	1	1	1	1	1	0	1
Teilhabe	participate	1	1	1	1	1	1	1	0	1
kündigte	announce	1	1	1	1	1	1	1	0	1
zugebracht	spend	0	1	0	0	0	0	1	0	0
Entstehung	create	1	1	0	1	1	1	1	0	0
verharrt	remain	0	0	0	0	0	0	1	0	0
Stützung	support	1	1	1	1	0	1	1	1	1
Lebewesen	live	1	1	1	1	1	1	1	0	1
verabscheuen	deplore	0	0	-1	-1	0	1	1	-1	1
gebeutelt	disturb	1	-1	0	-1	0	1	0	-1	0
wahrscheinlich	doubt	0	0	-1	-1	0	1	1	0	-1
Renten	benefit	1	1	0	1	1	1	1	1	1
Einmischungen	interfere	0	-1	0	0	0	1	0	0	0
zahlreich	number	0	0	0	1	0	0	1	0	0
einfügt	fit	0	0	1	1	0	1	1	0	1
GASP	pray	1	1	1	1	0	1	1	1	1
Städten	plan	1	1	1	1	1	1	1	0	1
Ausgabenniveau	spend	0	1	0	0	0	0	1	0	0
erfreuliche	welcome	1	1	1	1	1	1	1	1	1
verleitet	tempt	0	-1	0	-1	0	1	0	-1	0
diesem	mind	0	0	1	1	1	1	1	0	1
diesen	last	0	0	0	0	0	-1	-1	0	0
verleiten	tempt	0	-1	0	-1	0	1	0	-1	0
dieser	present	1	1	1	1	1	1	1	0	1
dieses	last	0	0	0	0	0	-1	-1	0	0
Etikettierungsrichtlinie	label	0	0	0	0	0	1	0	0	0
erziehen	educate	1	1	1	1	1	1	1	1	1
Mitteilung	report	0	0	-1	1	0	0	1	0	-1
Buchführungsvorschriften	account	0	0	0	0	0	1	1	0	0
bewaffneter	arm	0	0	0	-1	0	1	0	-1	0
aufreißen	cry	0	1	0	0	-1	0	1	0	-1
EU-Finanzmittel	fund	1	1	1	1	1	1	1	0	1
erweiterungsfähig	expand	1	1	1	1	1	1	1	0	1
untergräbt	undermine	0	-1	0	-1	0	1	0	0	0
Sachlage	inform	1	1	1	1	0	1	1	1	0
deutete	indicate	0	0	0	1	0	1	1	0	0
verzeichnet	record	1	1	1	1	1	1	1	0	1
bewaffnetem	arm	0	0	0	-1	0	1	0	-1	0
bewaffneten	arm	0	0	0	-1	0	1	0	-1	0
Finanzminister	finance	1	1	1	1	1	1	1	0	1
befürworten	support	1	1	1	1	0	1	1	1	1
adoptierten	adopt	1	1	1	1	1	1	1	0	1
vorteilhaften	benefit	1	1	0	1	1	1	1	1	1
Fraktionsgrenzen	group	0	0	0	1	1	0	1	0	1
Themenfeld	issue	0	0	0	1	0	1	1	0	0
eingezahlt	fund	1	1	1	1	1	1	1	0	1
darauffolgenden	follow	0	0	1	1	1	1	1	0	1
insbesondere	include	1	1	1	1	1	1	1	1	0
Messgeräten	measure	0	1	0	0	0	0	1	0	1
liefen	go	0	0	0	0	0	0	1	0	0
inakzeptabel	accept	1	1	1	1	1	1	1	0	1
Umweltbeeinträchtigungen	damage	1	-1	0	-1	0	1	-1	-1	0
Spediteure	forward	1	1	0	1	1	1	1	0	1
Gendarmerie	police	0	0	0	-1	0	1	1	0	0
Stimulierung	stimulate	1	1	1	1	0	0	1	0	1
ausgedünnt	dilute	0	-1	0	-1	0	1	-1	0	0
oktroyieren	impose	0	0	1	1	1	0	1	0	1
ungeheuer	excite	0	0	0	-1	0	1	0	-1	0
angelastet	blame	-1	-1	-1	-1	-1	1	1	-1	-1
Tests	test	0	1	1	0	1	1	1	0	1
Asylmißbrauch	abuse	1	-1	-1	-1	0	1	1	-1	-1
raten	advise	1	1	1	1	0	1	1	1	1
Dreifache	time	0	0	1	0	1	0	1	0	1
­	sign	0	0	1	1	1	1	1	0	1
aufzählen	list	0	0	0	1	0	0	1	0	1
Abschluß	conclude	1	1	1	1	0	1	1	0	1
komplettiert	complete	1	1	1	1	1	1	1	0	1
compromise	compromise	0	-1	0	-1	-1	1	0	0	0
einigende	unify	1	1	0	1	1	1	1	0	0
EU-Regelungen	rule	1	1	1	1	1	1	1	0	1
vorhersehbare	predict	0	1	0	0	0	1	1	0	0
vielmals	thank	1	1	1	1	1	1	1	1	1
vorhersehbaren	predict	0	1	0	0	0	1	1	0	0
naht	approach	0	1	1	0	1	1	1	0	1
nahm	adopt	1	1	1	1	1	1	1	0	1
Gehältern	wage	0	1	1	1	1	1	1	0	1
überstürztes	rush	0	0	-1	-1	1	1	1	-1	0
Beweisführung	reason	0	0	0	0	0	0	1	0	1
nahe	close	0	1	1	0	0	1	1	0	1
modernisieren	modernize	1	1	0	1	1	1	1	0	1
Gesetzesentwürfen	draft	1	1	1	1	1	1	1	0	1
überschreite	exceed	0	0	0	0	0	0	1	0	0
Richtwerte	target	0	0	0	1	0	0	0	0	0
günstigen	appropriate	0	1	1	1	1	1	1	0	1
Filmschaffen	film	0	0	1	1	0	1	1	0	1
Zuschüsse	grant	0	0	1	1	0	1	1	0	1
abgesehen	say	0	0	0	0	0	0	1	0	0
Feier	celebrate	1	1	1	1	1	1	1	0	1
günstiger	lower	-1	1	1	0	0	1	1	0	1
günstiges	value	1	1	1	1	0	1	1	1	1
versandt	send	1	1	1	0	1	1	1	0	1
Test-	test	0	1	1	0	1	1	1	0	1
Liberalisierung	liberalize	0	0	0	-1	1	1	1	0	1
ausmacht	account	0	0	0	0	0	1	1	0	0
Personalbedarfs	staff	1	1	1	1	1	1	1	0	1
Parlamentsdebatten	debate	0	1	0	1	1	1	1	0	0
In-Kraft-Treten	force	0	0	0	-1	0	1	0	-1	0
Kontrollbestimmungen	control	1	0	1	0	1	1	1	0	1
gebührenfrei	charge	-1	0	0	-1	1	1	1	-1	1
entschuldigen	excuse	0	0	0	0	0	0	1	0	1
herbei	ignite	0	0	0	1	0	0	0	0	0
angenehm	enjoy	1	1	1	1	1	1	1	1	1
herben	blow	0	0	0	0	0	0	1	0	0
Gefolge	wake	1	0	0	0	0	1	1	-1	0
Spielraum	time	0	0	1	0	1	0	1	0	1
entfremdet	alienate	1	-1	0	-1	0	1	0	-1	1
forces	force	0	0	0	-1	0	1	0	-1	0
Sicherheitsmängel	defect	1	0	-1	-1	0	1	1	0	0
Brauch	practice	0	0	1	1	0	0	1	0	0
zerstörerischen	devastate	1	-1	0	-1	0	1	-1	-1	0
Tätigen	disconnect	0	0	0	-1	0	0	1	0	0
aufgezeigte	indicate	0	0	0	1	0	1	1	0	0
Startschuß	start	1	1	1	1	1	1	1	0	1
verbotener	ban	0	-1	-1	-1	0	1	1	0	0
wertvolle	value	1	1	1	1	0	1	1	1	1
zahllose	litter	0	-1	1	1	0	1	-1	0	1
Anfangszeit	exist	1	1	1	0	1	0	1	0	1
ängstigt	frighten	0	-1	0	-1	0	1	0	-1	0
Instituten	institute	1	1	1	1	1	1	1	0	1
Rücküberweisung	back	1	1	1	1	1	1	1	1	1
Wilderei	poach	0	1	1	1	1	1	1	0	1
Unionsgrenzen	border	0	0	0	0	0	0	0	0	0
gedrosselt	curb	0	0	0	-1	0	1	1	0	0
Sinne	sense	0	0	0	0	1	0	1	0	0
verschärfenden	increase	1	1	0	1	0	1	1	0	1
Finanzierungsquelle	fund	1	1	1	1	1	1	1	0	1
Ansätzen	approach	0	1	1	0	1	1	1	0	1
Steuerstrukturen	structure	1	1	0	1	1	1	1	0	0
Zieldaten	date	0	0	1	0	1	0	1	0	1
hungernder	starve	0	-1	-1	-1	0	1	0	-1	1
Foto	photograph	0	1	0	0	0	1	1	0	1
Sportereignis	sport	1	0	1	1	1	1	1	0	1
unannehmbar	accept	1	1	1	1	1	1	1	0	1
höchstens	exceed	0	0	0	0	0	0	1	0	0
jährliches	predict	0	1	0	0	0	1	1	0	0
gelungene	rejoice	1	1	1	1	0	1	1	1	1
mobilisierende	rally	1	0	0	1	1	1	1	0	1
Arbeitskräften	drain	0	0	0	0	1	1	1	0	0
screening	screen	0	0	0	0	0	1	1	0	1
Beschlusses	point	0	0	0	0	1	0	1	0	0
verträgt	reconcile	1	1	0	1	1	1	1	1	0
Papier	document	0	0	0	0	0	1	1	0	0
Bekämpfung	combat	0	0	0	-1	0	1	1	0	0
Level	level	0	1	1	1	1	0	1	0	1
zurückzufinden	back	1	1	1	1	1	1	1	1	1
Türe	house	1	1	0	1	1	1	1	1	1
verschlimmern	exacerbate	0	-1	0	-1	0	0	0	-1	0
riskiert	risk	-1	0	-1	0	-1	0	1	0	-1
verschlimmert	exacerbate	0	-1	0	-1	0	0	0	-1	0
Kinderwunsch	desire	1	1	1	1	0	1	1	1	1
besprochenen	discuss	1	1	0	1	1	1	1	0	1
bedauerten	regret	-1	0	-1	-1	-1	-1	1	0	-1
herausgegebenen	issue	0	0	0	1	0	1	1	0	0
wegziehen	move	0	0	0	1	0	1	1	0	0
Werbekampagne	campaign	0	0	1	1	1	1	1	-1	1
mithalten	compete	1	1	1	1	1	1	1	0	1
abgab	be	0	1	0	0	0	0	1	0	1
aufgeklärter	enlighten	1	1	0	1	0	1	1	1	0
Namensfrage	name	0	1	1	1	1	1	1	0	1
beängstigendes	frighten	0	-1	0	-1	0	1	0	-1	0
beängstigender	frighten	0	-1	0	-1	0	1	0	-1	0
inne	hold	0	1	1	1	1	1	1	0	1
beängstigenden	worry	0	0	-1	-1	0	0	1	-1	-1
aufgeklärten	enlighten	1	1	0	1	0	1	1	1	0
vollendete	complete	1	1	1	1	1	1	1	0	1
Technologien	play	1	1	1	1	1	1	1	0	1
Auto	drive	1	1	0	1	0	1	1	0	1
Kraftstoffsteuern	fuel	0	0	0	1	1	1	1	0	1
Ausbildungszwecken	train	1	1	1	1	1	1	1	1	1
hebt	highlight	1	1	1	1	0	1	1	0	1
Dekreten	decree	0	0	1	0	0	1	1	0	1
heraufbeschworen	create	1	1	0	1	1	1	1	0	0
Einschüchterungen	intimidate	0	-1	0	-1	0	1	0	-1	0
übereinstimmenden	converge	0	0	0	1	0	0	1	0	0
arbeitslos	work	1	1	1	1	0	1	1	0	1
hebe	highlight	1	1	1	1	0	1	1	0	1
Aufschrift	label	0	0	0	0	0	1	0	0	0
Erscheinungen	prevent	0	0	0	-1	0	1	1	-1	0
fraglich	question	0	0	1	1	1	1	1	0	1
ungewöhnlich	surprise	1	1	1	1	1	0	1	0	1
stammte	come	0	1	0	0	0	0	1	0	0
abhing	depend	0	0	0	0	1	0	1	0	0
Einflüssen	influence	0	0	0	0	0	1	1	0	0
Bewährungsprobe	test	0	1	1	0	1	1	1	0	1
US-Sanktionen	sanction	0	-1	-1	-1	0	1	1	0	1
Schleuserkriminalität	smuggle	0	0	-1	-1	1	1	0	-1	1
blockierte	block	0	0	-1	-1	0	1	1	0	-1
kommen	come	0	1	0	0	0	0	1	0	0
Datensätzen	record	1	1	1	1	1	1	1	0	1
Abänderungsanträge	group	0	0	0	1	1	0	1	0	1
Spiels	match	1	1	1	1	0	1	1	0	1
beiwohnen	attend	1	1	1	1	1	1	1	0	1
Verhandlungstisch	negotiate	1	1	1	1	1	1	1	0	1
wider	reflect	0	0	0	0	0	0	1	0	0
gekaufte	buy	1	1	1	1	1	1	1	0	1
natürliche	balance	0	1	1	1	0	1	1	0	1
mehren	increase	1	1	0	1	0	1	1	0	1
begrüßenswerte	welcome	1	1	1	1	1	1	1	1	1
Fischgründen	ground	0	0	1	1	1	1	1	0	1
überzeugendste	convince	1	0	0	1	0	1	1	0	1
mutiger	brave	0	1	0	1	0	1	1	1	1
einnahm	play	1	1	1	1	1	1	1	0	1
achtsam	care	1	1	1	1	0	1	1	0	1
Postamt	post	0	1	1	1	0	1	1	0	1
Rettungsarbeiten	rescue	1	1	1	1	1	1	1	1	1
Massenflucht	mass	0	0	0	1	0	0	1	0	0
Verborgenen	hide	0	0	0	0	0	0	1	1	0
mutigen	brave	0	1	0	1	0	1	1	1	1
lautstark	shout	0	1	0	0	0	1	1	0	0
Rundfunksystem	broadcast	0	0	0	1	1	1	1	0	1
letztendlich	end	0	1	0	0	1	0	1	0	0
Einhalten	keep	1	1	1	0	1	1	1	1	1
Sicherheitskosten	cost	0	-1	0	0	0	0	1	-1	0
aufgerufen	call	0	0	1	1	0	1	1	0	1
appelliert	call	0	0	1	1	0	1	1	0	1
berufstätig	work	1	1	1	1	0	1	1	0	1
hinauszuschieben	postpone	0	0	0	-1	0	1	1	0	0
unionsweit	crop	0	0	1	0	1	1	1	0	1
geschweige	hit	0	-1	-1	-1	0	1	0	-1	0
Arbeitszwecken	reside	0	1	1	1	1	1	1	0	1
lahm	cripple	0	-1	0	-1	0	1	0	-1	1
Zustände	state	0	1	1	1	0	1	1	0	0
unausgewogen	balance	0	1	1	1	0	1	1	0	1
schwarze	line	0	0	0	0	1	0	1	0	1
Strategiepläne	plan	1	1	1	1	1	1	1	0	1
Reiseverkehr	travel	1	1	1	0	1	0	1	0	1
verlören	lose	0	0	0	-1	-1	1	1	0	-1
löst	solve	0	1	0	0	1	0	1	0	1
vereinfachte	simplify	1	1	0	1	1	1	1	0	0
anzugehören	belong	1	0	1	1	1	1	1	0	0
erproben	try	0	1	1	0	1	1	1	0	0
Aufträgen	contract	-1	0	-1	0	-1	-1	1	0	-1
Petitionsrechts	petition	1	0	1	1	1	1	1	0	1
mitsamt	charter	1	1	1	1	1	1	1	1	1
Ausgabe	issue	0	0	0	1	0	1	1	0	0
Umstrukturierungsprogramme	restructure	1	1	0	1	1	1	1	0	1
freieren	free	1	1	1	1	1	1	1	1	1
Zeit	time	0	0	1	0	1	0	1	0	1
1408/	reside	0	1	1	1	1	1	1	0	1
empfohlenen	recommend	1	1	1	1	1	1	1	1	1
raschere	accelerate	0	0	0	1	0	1	0	0	0
diversifiziert	diversify	0	0	0	0	1	1	1	0	0
Pilotmaßnahmen	pilot	0	1	0	1	1	1	1	0	1
zweites	duplicate	0	0	0	1	0	1	1	0	0
zweiter	read	0	0	1	0	1	0	1	0	1
ihrem	congratulate	1	1	1	1	1	1	1	1	1
ihren	contribute	1	1	1	1	1	1	1	0	1
Sozialversicherung	ration	0	0	1	0	1	1	1	0	1
Dimensionen	scale	0	0	0	0	0	0	1	0	0
drin	state	0	1	1	1	0	1	1	0	0
ihres	age	0	0	0	-1	0	1	1	0	0
ihrer	work	1	1	1	1	0	1	1	0	1
cure	cure	0	1	0	1	0	1	1	0	1
Identitätsmerkmal	distinguish	1	0	0	1	0	1	1	1	0
zweiten	last	0	0	0	0	0	-1	-1	0	0
anrechnen	credit	1	0	1	1	1	1	1	1	1
Einzelfrage	detail	0	0	0	1	0	0	1	0	0
schultern	shoulder	0	0	0	0	0	1	1	0	1
verdienten	deserve	1	1	1	0	1	1	1	0	1
Passage	word	0	1	0	0	0	0	1	0	0
Eigenschaft	speak	1	1	1	1	1	1	1	0	1
Flamme	burn	0	-1	-1	-1	0	1	1	-1	0
