pl Word	English verb	P(w->t)	P(w->a)	P(a->t)	E(t)	E(a)	V(t)	V(a)	S(t)	S(a)
rozdawania	distribute	1	1	1	0	1	1	1	0	1
wymagająca	require	0	1	1	0	1	1	1	0	0
tradycją	be	0	1	0	0	0	0	1	0	1
wymagające	require	0	1	1	0	1	1	1	0	0
trakcji	track	-1	1	-1	-1	1	1	1	-1	1
podziękował	thank	1	1	1	1	1	1	1	1	1
zechcieli	have	1	1	1	0	0	1	1	0	1
ponoszenie	shoulder	0	0	0	0	0	1	1	0	1
półkę	shelve	0	0	0	-1	0	1	1	0	1
zabrzmi	sound	1	0	0	1	0	1	0	0	0
utrzymywania	maintain	1	0	1	1	0	1	1	0	1
bezskutecznie	attempt	0	0	1	0	1	0	1	0	0
utrzymywanie	maintain	1	0	1	1	0	1	1	0	1
zabrania	speak	1	1	1	1	1	1	1	0	1
filmy	film	0	0	1	1	0	1	1	0	1
zmobilizowanie	pull	0	0	0	0	0	0	1	0	0
głodnych	starve	0	-1	-1	-1	0	1	0	-1	1
szkodząc	damage	1	-1	0	-1	0	1	-1	-1	0
filmu	film	0	0	1	1	0	1	1	0	1
poszukującym	seek	1	1	1	1	1	1	1	0	1
odcina	cut	0	0	0	-1	0	0	1	0	0
produkowanych	produce	1	1	1	1	0	1	1	0	1
przymusowy	force	0	0	0	-1	0	1	0	-1	0
przechwycenie	intercept	0	0	0	-1	0	1	1	-1	1
stawać	become	0	0	0	0	0	0	1	0	0
odzwierciedlającą	reflect	0	0	0	0	0	0	1	0	0
sprowadziło	put	1	1	1	0	1	1	1	0	1
przymusowo	be	0	1	0	0	0	0	1	0	1
wymierzania	administer	1	1	1	1	0	1	1	0	1
modne	fashion	1	0	0	-1	1	0	1	0	1
stwarzali	create	1	1	0	1	1	1	1	0	0
zbudował	build	1	1	1	1	1	1	1	0	1
przymusowe	force	0	0	0	-1	0	1	0	-1	0
skup	buy	1	1	1	1	1	1	1	0	1
przymusowa	force	0	0	0	-1	0	1	0	-1	0
zostawia	leave	0	0	0	0	0	0	1	-1	0
formami	form	1	1	1	1	1	1	1	0	1
sądowymi	court	1	1	1	1	1	1	1	1	1
wzrastały	have	1	1	1	0	0	1	1	0	1
twórzmy	let	0	0	0	1	-1	0	1	0	0
wzrastała	increase	1	1	0	1	0	1	1	0	1
przemieszczających	move	0	0	0	1	0	1	1	0	0
początkiem	begin	1	1	1	1	0	1	1	0	1
krótszych	distance	0	0	0	0	0	1	1	0	0
postulować	demand	0	0	1	1	0	1	1	0	1
broniliśmy	defend	1	1	1	1	0	1	1	1	1
spytam	ask	0	0	0	0	1	1	1	0	0
ochładzaniu	have	1	1	1	0	0	1	1	0	1
cukrzycę	include	1	1	1	1	1	1	1	1	0
wydźwiękiem	risk	-1	0	-1	0	-1	0	1	0	-1
uzyskała	have	1	1	1	0	0	1	1	0	1
sprowadziły	have	1	1	1	0	0	1	1	0	1
pokrywający	be	0	1	0	0	0	0	1	0	1
omawianym	discuss	1	1	0	1	1	1	1	0	1
uzyskało	have	1	1	1	0	0	1	1	0	1
założeniom	be	0	1	0	0	0	0	1	0	1
przeprowadzaniem	carry	0	1	1	0	0	1	1	0	0
pokrywające	overlap	0	0	0	0	0	1	1	0	0
uzyskały	have	1	1	1	0	0	1	1	0	1
odrzucająca	reject	0	0	-1	-1	0	1	1	0	0
postulował	advocate	1	1	1	1	1	1	1	0	1
znacząco	make	0	0	0	1	0	0	1	0	0
włączonym	be	0	1	0	0	0	0	1	0	1
towarzyszyło	accompany	1	1	1	1	1	1	1	1	1
gwarantowałaby	guarantee	1	1	1	1	1	1	1	1	1
towarzyszyła	accompany	1	1	1	1	1	1	1	1	1
zima	approach	0	1	1	0	1	1	1	0	1
rewolucyjnym	be	0	1	0	0	0	0	1	0	1
znacząca	major	0	1	0	0	1	1	1	0	1
ciemno	leave	0	0	0	0	0	0	1	-1	0
towarzyszyły	accompany	1	1	1	1	1	1	1	1	1
lotniczemu	air	0	0	0	-1	0	1	0	0	0
znaczący	major	0	1	0	0	1	1	1	0	1
humanitarną	aid	1	1	1	1	0	1	1	1	1
przyznawało	be	0	1	0	0	0	0	1	0	1
fiaska	wake	1	0	0	0	0	1	1	-1	0
stress	stress	0	0	1	1	0	1	1	0	0
mylimy	be	0	1	0	0	0	0	1	0	1
stresu	stress	0	0	1	1	0	1	1	0	0
eskalacji	escalate	0	-1	0	-1	0	0	1	0	0
dym	smoke	0	0	1	-1	0	1	1	0	1
strukturalnych	structure	1	1	0	1	1	1	1	0	0
tragicznie	commend	1	1	1	1	1	1	1	1	1
wyrównaniu	term	1	1	0	1	1	1	0	0	0
eskalacja	escalate	0	-1	0	-1	0	0	1	0	0
fiasko	fail	0	0	-1	-1	-1	0	1	-1	-1
wydałem	issue	0	0	0	1	0	1	1	0	0
początkowe	learn	1	1	1	0	1	1	1	0	1
obsesję	obsess	0	-1	0	-1	0	1	1	0	1
przyznawały	give	0	1	1	0	0	0	1	0	1
początkowo	start	1	1	1	1	1	1	1	0	1
trochę	have	1	1	1	0	0	1	1	0	1
sygnałem	signal	0	0	0	1	0	0	1	0	0
pobierany	levy	1	0	1	1	1	0	1	0	1
otwierające	wheel	0	0	0	0	1	1	1	0	1
dotknęły	affect	1	0	0	0	0	1	1	0	0
popadła	have	1	1	1	0	0	1	1	0	1
wywiązywać	perform	0	0	1	0	1	1	1	0	1
zakamuflowanych	disguise	0	0	-1	0	0	0	1	0	1
przekładanie	postpone	0	0	0	-1	0	1	1	0	0
dotknęło	affect	1	0	0	0	0	1	1	0	0
pobierana	collect	1	1	1	1	1	1	1	0	1
pobierane	be	0	1	0	0	0	0	1	0	1
otwierający	open	1	1	1	1	0	0	1	0	1
popadły	have	1	1	1	0	0	1	1	0	1
sprawiających	end	0	1	0	0	1	0	1	0	0
klapki	focus	1	1	1	1	0	1	1	0	1
wzywającej	call	0	0	1	1	0	1	1	0	1
pogrążenia	plunge	0	-1	0	-1	0	0	1	-1	0
chwilami	time	0	0	1	0	1	0	1	0	1
podkreślać	stress	0	0	1	1	0	1	1	0	0
uchwalenie	pass	0	1	0	0	0	1	1	0	0
wyrównania	level	0	1	1	1	1	0	1	0	1
obopólną	side	0	0	0	0	1	0	1	0	0
monopol	enjoy	1	1	1	1	1	1	1	1	1
przepisano	be	0	1	0	0	0	0	1	0	1
żeglugowej	ship	1	0	1	1	0	1	1	0	1
odnosiłby	relate	0	1	1	1	0	1	1	0	1
problematyce	issue	0	0	0	1	0	1	1	0	0
wywiązywał	be	0	1	0	0	0	0	1	0	1
radzilibyśmy	be	0	1	0	0	0	0	1	0	1
odrzucają	reject	0	0	-1	-1	0	1	1	0	0
ochroniliśmy	protect	1	1	1	1	0	1	1	1	1
zadziałali	act	0	0	0	0	0	0	1	0	0
własnego	own	0	1	1	1	1	1	1	0	1
pszczelarstwa	keep	1	1	1	0	1	1	1	1	1
opisie	portray	1	1	1	1	1	1	1	1	1
zaludnionym	populate	0	1	1	1	1	1	1	0	1
zbytniego	exaggerate	0	0	1	0	-1	1	1	0	0
pszczelarstwo	be	0	1	0	0	0	0	1	0	1
przekraczając	exceed	0	0	0	0	0	0	1	0	0
bezpieczniejsze	secure	0	0	1	1	1	1	1	0	1
współcześnie	time	0	0	1	0	1	0	1	0	1
nadało	give	0	1	1	0	0	0	1	0	1
rozwiewa	dispel	0	0	0	1	0	1	1	0	0
kopalni	mine	0	0	0	1	0	1	1	0	0
przygotowując	prepare	1	1	1	1	1	1	1	1	1
amunicja	cluster	0	0	0	1	0	0	-1	0	0
sądach	court	1	1	1	1	1	1	1	1	1
ukazuje	show	1	1	1	0	1	0	1	0	0
amunicji	bomb	0	-1	0	-1	0	1	1	-1	0
bezpieczniejszy	secure	0	0	1	1	1	1	1	0	1
klarownych	clear	0	1	1	1	1	1	1	0	1
postęp	progress	1	1	0	1	1	1	1	0	1
przewoźnikami	transport	0	1	0	1	1	1	1	0	0
funtów	pound	0	0	0	-1	0	0	1	0	0
uporządkować	order	0	0	0	-1	0	0	1	0	0
kontraście	contrast	0	0	0	0	0	0	1	0	0
wzięte	take	1	1	1	0	1	1	1	0	1
donosimy	report	0	0	-1	1	0	0	1	0	-1
kultywowania	preserve	1	1	1	1	0	1	1	0	1
wzięta	take	1	1	1	0	1	1	1	0	1
nadzorującego	supervise	1	1	1	1	1	1	1	0	1
wzięto	take	1	1	1	0	1	1	1	0	1
opracowywaliśmy	set	0	0	1	1	1	1	1	0	1
gwarantujemy	guarantee	1	1	1	1	1	1	1	1	1
chwaliliśmy	have	1	1	1	0	0	1	1	0	1
uzależniła	make	0	0	0	1	0	0	1	0	0
ostrożność	caution	1	1	1	1	0	1	1	-1	-1
używamy	be	0	1	0	0	0	0	1	0	1
nagłówków	regard	1	1	1	1	1	1	1	1	1
sprawowany	be	0	1	0	0	0	0	1	0	1
rezultacie	result	0	0	0	0	1	0	1	0	0
odbudowywać	rebuild	1	1	1	1	1	1	1	0	1
doceniając	value	1	1	1	1	0	1	1	1	1
przetwórstwa	process	0	0	1	1	1	1	1	0	0
powołuje	invoke	1	1	1	1	1	1	1	0	1
notę	note	0	0	0	0	0	0	1	0	0
łamiący	break	0	0	-1	-1	1	1	1	0	1
przetwórstwo	process	0	0	1	1	1	1	1	0	0
łamiące	enjoy	1	1	1	1	1	1	1	1	1
niską	result	0	0	0	0	1	0	1	0	0
prawodawcami	result	0	0	0	0	1	0	1	0	0
sprowadzanej	be	0	1	0	0	0	0	1	0	1
spojrzał	look	0	1	1	0	0	0	1	0	1
przeznaczając	allocate	0	1	1	1	1	1	1	0	1
strajkować	strike	1	1	0	0	0	1	1	0	0
oczyszczona	clear	0	1	1	1	1	1	1	0	1
Siekierskiego	report	0	0	-1	1	0	0	1	0	-1
mieszkalnych	house	1	1	0	1	1	1	1	1	1
odpowiedniejsze	appropriate	0	1	1	1	1	1	1	0	1
ewakuacja	evacuate	0	0	0	0	0	1	1	0	0
podniesiemy	raise	0	0	1	1	0	0	1	0	1
Tobina	commit	-1	-1	0	0	-1	0	1	0	-1
związkowcy	trade	0	1	1	1	1	1	1	0	1
sprzeciwili	oppose	0	0	-1	-1	0	1	1	0	-1
psychiczną	feel	1	1	1	0	0	0	1	0	1
amunicję	bomb	0	-1	0	-1	0	1	1	-1	0
bójmy	be	0	1	0	0	0	0	1	0	1
upoważniający	perfect	1	1	1	1	1	1	1	0	1
później	date	0	0	1	0	1	0	1	0	1
zaakceptowaliśmy	accept	1	1	1	1	1	1	1	0	1
stabilnego	be	0	1	0	0	0	0	1	0	1
ukazują	show	1	1	1	0	1	0	1	0	0
staniem	have	1	1	1	0	0	1	1	0	1
odszkodowaniami	jump	0	0	0	0	1	0	1	-1	1
zaoszczędziłem	save	1	1	1	1	0	1	1	1	1
wychodzące	go	0	0	0	0	0	0	1	0	0
politykami	pursue	0	1	1	0	0	1	1	0	1
podział	share	1	1	1	0	1	1	1	0	1
kładziemy	be	0	1	0	0	0	0	1	0	1
niedosyt	feel	1	1	1	0	0	0	1	0	1
oddalono	be	0	1	0	0	0	0	1	0	1
oddalona	remove	-1	1	-1	-1	1	0	1	-1	0
poziomie	level	0	1	1	1	1	0	1	0	1
dopuszczają	be	0	1	0	0	0	0	1	0	1
oddalone	remove	-1	1	-1	-1	1	0	1	-1	0
uwięzionym	trap	0	0	0	-1	0	0	0	-1	0
zawierał	contain	0	0	0	0	0	0	1	0	0
wolontariuszami	volunteer	1	1	0	1	0	1	1	0	1
poluje	hunt	0	1	1	1	1	1	1	-1	1
przegrywamy	be	0	1	0	0	0	0	1	0	1
pożyczania	lend	1	1	1	1	1	1	1	0	1
procedurach	process	0	0	1	1	1	1	1	0	0
dołącza	join	1	1	1	1	1	1	1	1	1
obopólne	do	1	1	1	0	0	1	1	0	1
położonego	situate	0	0	1	1	1	1	1	0	1
doświadczaliśmy	have	1	1	1	0	0	1	1	0	1
poszukujmy	let	0	0	0	1	-1	0	1	0	0
podkreślam	stress	0	0	1	1	0	1	1	0	0
odbywające	place	0	0	1	1	1	1	1	0	1
czerwonym	light	0	1	1	1	0	1	1	0	1
przerodziło	have	1	1	1	0	0	1	1	0	1
:	be	0	1	0	0	0	0	1	0	1
szczędziła	spare	0	1	0	1	0	1	1	0	1
nieczęsto	be	0	1	0	0	0	0	1	0	1
przerodziła	turn	0	0	0	0	0	0	1	0	0
wycieczek	tour	0	1	0	0	1	1	1	0	1
przerodziły	have	1	1	1	0	0	1	1	0	1
przenoszących	be	0	1	0	0	0	0	1	0	1
zawierać	include	1	1	1	1	1	1	1	1	0
działać	act	0	0	0	0	0	0	1	0	0
gościłyby	be	0	1	0	0	0	0	1	0	1
sam	have	1	1	1	0	0	1	1	0	1
pozostawać	remain	0	0	0	0	0	0	1	0	0
staże	be	0	1	0	0	0	0	1	0	1
inspirują	inspire	1	1	1	1	1	1	1	1	1
poglądu	view	0	0	0	1	0	1	1	0	0
staży	work	1	1	1	1	0	1	1	0	1
poglądy	view	0	0	0	1	0	1	1	0	0
stażu	be	0	1	0	0	0	0	1	0	1
stadem	stock	0	0	1	1	1	1	1	0	1
otworzą	open	1	1	1	1	0	0	1	0	1
powołują	be	0	1	0	0	0	0	1	0	1
reformy.	provide	1	1	1	1	1	1	1	0	1
szczepów	strain	0	0	0	-1	0	1	1	-1	-1
CESR	single	0	0	0	-1	0	0	1	0	0
nota	note	0	0	0	0	0	0	1	0	0
obchodzeniem	be	0	1	0	0	0	0	1	0	1
gości	visit	1	1	1	1	1	1	1	1	1
powołuję	refer	1	1	1	1	0	1	1	1	1
uruchomionego	launch	1	1	1	1	1	1	1	0	1
bacznego	close	0	1	1	0	0	1	1	0	1
zjawiskiem	move	0	0	0	1	0	1	1	0	0
pozostawał	be	0	1	0	0	0	0	1	0	1
elektryczną	need	0	1	1	0	0	1	1	0	0
szkolnej	leave	0	0	0	0	0	0	1	-1	0
łapie	be	0	1	0	0	0	0	1	0	1
czyhających	lie	0	0	0	0	0	1	1	0	0
objęłoby	be	0	1	0	0	0	0	1	0	1
jakichś	sort	0	0	0	1	0	1	1	0	0
autorytetów	figure	0	0	0	0	0	0	0	0	0
utwierdza	reinforce	1	0	0	1	0	1	1	-1	0
swapami	swap	0	0	0	0	1	1	1	0	1
sali	catch	0	1	0	0	1	1	1	0	1
oszacowane	assess	0	1	0	1	0	1	1	0	1
dekrecie	decree	0	0	1	0	0	1	1	0	1
gwoli	be	0	1	0	0	0	0	1	0	1
zabronić	prohibit	0	0	-1	-1	0	0	1	0	0
sald	balance	0	1	1	1	0	1	1	0	1
poprzedza	precede	0	0	0	1	0	1	1	0	0
podołamy	be	0	1	0	0	0	0	1	0	1
wiosennej	spring	1	1	1	1	1	1	1	0	1
finalizował	term	1	1	0	1	1	1	0	0	0
pyłów	fine	0	1	1	1	1	1	1	1	1
poprzedzi	be	0	1	0	0	0	0	1	0	1
rozmieszczenia	deploy	0	0	0	0	1	1	1	0	1
zaliczają	be	0	1	0	0	0	0	1	0	1
rozmieszczenie	deploy	0	0	0	0	1	1	1	0	1
sadzę	think	0	0	1	1	1	1	1	1	0
rejestruje	be	0	1	0	0	0	0	1	0	1
piętnastu	run	0	1	1	1	1	1	1	0	1
herezję	punish	0	0	-1	-1	0	1	1	-1	-1
kazać	make	0	0	0	1	0	0	1	0	0
zadłużeniem	be	0	1	0	0	0	0	1	0	1
załączniku	annex	0	0	1	1	1	1	1	0	1
rozmieszczeniu	deploy	0	0	0	0	1	1	1	0	1
czworga	do	1	1	1	0	0	1	1	0	1
postarali	try	0	1	1	0	1	1	1	0	0
rozpoznane	identify	0	0	-1	0	0	1	1	0	0
jednakową	equal	1	1	0	1	0	1	1	0	1
wybrany	elect	1	1	1	1	1	1	1	1	1
zmobilizowania	rally	1	0	0	1	1	1	1	0	1
zmusił	force	0	0	0	-1	0	1	0	-1	0
wybrana	elect	1	1	1	1	1	1	1	1	1
wybrane	elect	1	1	1	1	1	1	1	1	1
zagęszczonego	concentrate	0	0	0	0	1	1	0	0	0
wybrani	elect	1	1	1	1	1	1	1	1	1
umożliwiłyby	enable	1	1	0	1	1	1	1	1	0
pustynia	desert	0	-1	-1	-1	0	1	1	-1	-1
wybrano	be	0	1	0	0	0	0	1	0	1
zniekształconego	distort	0	0	0	-1	0	1	0	0	0
wysiłku	work	1	1	1	1	0	1	1	0	1
szkolimy	train	1	1	1	1	1	1	1	1	1
chcącego	help	1	1	0	1	0	1	1	1	0
kazań	lecture	0	1	1	1	1	1	1	0	1
przyrodę	do	1	1	1	0	0	1	1	0	1
prostoty	be	0	1	0	0	0	0	1	0	1
księgowość	account	0	0	0	0	0	1	1	0	0
wysiłki	make	0	0	0	1	0	0	1	0	0
zasilenie	strengthen	1	1	0	1	0	1	1	1	0
demonstrować	demonstrate	0	0	1	1	0	1	1	0	1
napędu	drive	1	1	0	1	0	1	1	0	1
rezolucji	report	0	0	-1	1	0	0	1	0	-1
ciągłości	continue	1	1	1	1	1	0	1	0	1
zdobyłaby	be	0	1	0	0	0	0	1	0	1
rezolucja	claim	1	1	1	0	1	1	1	0	1
poszły	have	1	1	1	0	0	1	1	0	1
segregowania	separate	0	0	0	-1	0	1	1	-1	0
odbiją	be	0	1	0	0	0	0	1	0	1
ochraniają	protect	1	1	1	1	0	1	1	1	1
segregowanie	be	0	1	0	0	0	0	1	0	1
wybranym	elect	1	1	1	1	1	1	1	1	1
poszła	go	0	0	0	0	0	0	1	0	0
kłamstwo	lie	0	0	0	0	0	1	1	0	0
mającym	aim	0	0	0	1	1	0	1	0	1
kłamstwa	lie	0	0	0	0	0	1	1	0	0
zebranych	collect	1	1	1	1	1	1	1	0	1
zawiodły	have	1	1	1	0	0	1	1	0	1
odstąpiono	be	0	1	0	0	0	0	1	0	1
naciskamy	be	0	1	0	0	0	0	1	0	1
popierającymi	water	0	-1	0	-1	0	1	1	0	1
osierocone	orphan	0	-1	1	1	0	0	1	0	1
kadencje	term	1	1	0	1	1	1	0	0	0
podwyższonym	increase	1	1	0	1	0	1	1	0	1
traktat	be	0	1	0	0	0	0	1	0	1
przypisze	give	0	1	1	0	0	0	1	0	1
zawiodło	fail	0	0	-1	-1	-1	0	1	-1	-1
definicją	define	0	0	0	1	1	1	1	0	0
odzyskał	regain	1	1	1	0	1	1	1	0	1
współprawodawcą	make	0	0	0	1	0	0	1	0	0
wycofuje	withdraw	0	0	0	-1	0	1	1	0	0
niekorzystnie	have	1	1	1	0	0	1	1	0	1
wzmacniamy	strengthen	1	1	0	1	0	1	1	1	0
zawiodła	fail	0	0	-1	-1	-1	0	1	-1	-1
przyglądamy	look	0	1	1	0	0	0	1	0	1
kadencji	term	1	1	0	1	1	1	0	0	0
roamingowymi	roam	0	1	1	0	0	1	1	0	1
godzenia	reconcile	1	1	0	1	1	1	1	1	0
kontrakt	contract	-1	0	-1	0	-1	-1	1	0	-1
przegłosowaniu	vote	0	0	0	1	1	1	1	0	0
wysyłają	send	1	1	1	0	1	1	1	0	1
pomyślcie	think	0	0	1	1	1	1	1	1	0
wykorzystującego	make	0	0	0	1	0	0	1	0	0
przegłosowania	vote	0	0	0	1	1	1	1	0	0
dobiegającej	be	0	1	0	0	0	0	1	0	1
koordynowanie	coordinate	0	0	0	1	0	-1	0	0	0
Rasmussena	report	0	0	-1	1	0	0	1	0	-1
przegłosowanie	vote	0	0	0	1	1	1	1	0	0
przemycić	smuggle	0	0	-1	-1	1	1	0	-1	1
tanio	empower	1	1	0	1	0	1	1	1	1
równym	equal	1	1	0	1	0	1	1	0	1
obsługi	shop	0	0	1	0	1	1	1	0	1
uszczuplenia	cut	0	0	0	-1	0	0	1	0	0
uszczuplenie	lead	0	1	1	1	1	0	1	0	1
największy	major	0	1	0	0	1	1	1	0	1
wyodrębnić	be	0	1	0	0	0	0	1	0	1
domu	house	1	1	0	1	1	1	1	1	1
prosperować	prosper	1	1	0	1	1	1	1	0	1
powiedzieć	say	0	0	0	0	0	0	1	0	0
sygnału	signal	0	0	0	1	0	0	1	0	0
sygnały	signal	0	0	0	1	0	0	1	0	0
zniesienia	abolish	-1	1	-1	-1	1	1	1	-1	1
nabywają	purchase	1	1	1	1	1	1	0	0	1
wstyd	be	0	1	0	0	0	0	1	0	1
typów	touch	1	0	1	0	0	1	1	0	1
nakładem	amount	0	0	0	1	0	0	1	0	0
posłużenia	be	0	1	0	0	0	0	1	0	1
skomplikowanego	complicate	0	-1	0	-1	0	1	0	0	0
zmarnujmy	let	0	0	0	1	-1	0	1	0	0
zob.	see	1	1	1	1	1	1	1	0	1
podrabiane	fake	0	0	0	0	0	1	1	0	0
Poprosiłem	ask	0	0	0	0	1	1	1	0	0
zorganizowaną	organize	0	0	1	1	1	1	1	0	1
jednoczymy	unite	1	1	0	1	0	1	1	1	0
koordynował	coordinate	0	0	0	1	0	-1	0	0	0
pokrewnych	relate	0	1	1	1	0	1	1	0	1
odsuwani	found	1	1	1	1	1	1	1	1	1
nasilają	be	0	1	0	0	0	0	1	0	1
zaspokoić	meet	0	1	1	1	1	1	1	0	1
relacjonowaniem	lack	0	0	0	0	-1	1	1	0	-1
koordynowaniu	coordinate	0	0	0	1	0	-1	0	0	0
porzucenia	abandon	0	-1	-1	-1	-1	0	1	-1	-1
potrafię	can	0	0	0	0	0	1	1	0	1
tkwi	be	0	1	0	0	0	0	1	0	1
zaaprobowaliśmy	approve	1	1	1	1	1	1	1	0	1
niewykorzystanymi	put	1	1	1	0	1	1	1	0	1
przyrody	target	0	0	0	1	0	0	0	0	0
klimacie	depress	0	-1	0	-1	0	1	0	-1	0
Środki	measure	0	1	0	0	0	0	1	0	1
uprzednich	have	1	1	1	0	0	1	1	0	1
ciśnienia	pressure	0	0	0	-1	0	0	1	-1	0
budzącej	force	0	0	0	-1	0	1	0	-1	0
ciśnienie	pressure	0	0	0	-1	0	0	1	-1	0
pustynię	desert	0	-1	-1	-1	0	1	1	-1	-1
obliczany	calculate	0	1	0	0	0	0	1	0	0
ułatwiać	facilitate	1	1	0	1	0	1	1	0	0
wymaganiem	can	0	0	0	0	0	1	1	0	1
przyda	be	0	1	0	0	0	0	1	0	1
świerków	spruce	0	1	0	1	0	1	1	0	1
zabieraliśmy	do	1	1	1	0	0	1	1	0	1
wybraną	elect	1	1	1	1	1	1	1	1	1
koordynować	coordinate	0	0	0	1	0	-1	0	0	0
sprawiamy	give	0	1	1	0	0	0	1	0	1
Bułgarię	include	1	1	1	1	1	1	1	1	0
obliczana	calculate	0	1	0	0	0	0	1	0	0
klasyfikujemy	classify	0	0	0	1	0	1	1	0	0
górnicze	mine	0	0	0	1	0	1	1	0	0
socjalistycznego	burden	0	-1	-1	-1	-1	0	1	0	-1
doświadczanego	be	0	1	0	0	0	0	1	0	1
nieurodzaj	be	0	1	0	0	0	0	1	0	1
podatkiem	tax	0	0	1	1	1	0	1	0	1
rozmieszczania	deploy	0	0	0	0	1	1	1	0	1
powierzając	hand	1	1	0	1	1	1	1	0	1
zmuszenia	force	0	0	0	-1	0	1	0	-1	0
dostarczających	provide	1	1	1	1	1	1	1	0	1
potrafił	have	1	1	1	0	0	1	1	0	1
Kurdów	grant	0	0	1	1	0	1	1	0	1
stworzymy	create	1	1	0	1	1	1	1	0	0
górniczy	mine	0	0	0	1	0	1	1	0	0
kolejność	order	0	0	0	-1	0	0	1	0	0
umniejszenia	diminish	0	0	0	-1	0	1	1	0	0
proporcji	balance	0	1	1	1	0	1	1	0	1
gnębi	be	0	1	0	0	0	0	1	0	1
odczytywać	read	0	0	1	0	1	0	1	0	1
przestrzegała	have	1	1	1	0	0	1	1	0	1
przestrzegało	be	0	1	0	0	0	0	1	0	1
proporcje	balance	0	1	1	1	0	1	1	0	1
dyktowane	dictate	0	1	0	1	0	1	1	0	1
wpompować	inject	0	1	1	0	0	1	1	0	1
średniookresowych	term	1	1	0	1	1	1	0	0	0
gruzińskich	mark	0	1	0	0	0	1	1	0	0
doczeka	be	0	1	0	0	0	0	1	0	1
płaciliby	be	0	1	0	0	0	0	1	0	1
narkomanów	addict	0	-1	-1	-1	0	1	1	-1	0
spłacić	pay	0	0	-1	0	0	-1	1	0	-1
zgromadziliśmy	gather	0	0	0	1	1	1	1	0	0
obejmowałyby	include	1	1	1	1	1	1	1	1	0
przestrzegały	respect	1	1	1	1	0	1	1	1	1
akcentów	point	0	0	0	0	1	0	1	0	0
dealerzy	have	1	1	1	0	0	1	1	0	1
warunkujące	underlie	0	0	0	0	0	1	1	0	0
niechaj	let	0	0	0	1	-1	0	1	0	0
powiększamy	be	0	1	0	0	0	0	1	0	1
rozliczani	be	0	1	0	0	0	0	1	0	1
rozliczane	account	0	0	0	0	0	1	1	0	0
uzależniając	make	0	0	0	1	0	0	1	0	0
iż	be	0	1	0	0	0	0	1	0	1
zapadalność	be	0	1	0	0	0	0	1	0	1
świadczyć	provide	1	1	1	1	1	1	1	0	1
wysiedleń	be	0	1	0	0	0	0	1	0	1
wykupując	buy	1	1	1	1	1	1	1	0	1
ponowić	reiterate	0	1	0	1	1	1	1	0	0
zamian	return	0	0	0	0	0	1	1	0	0
spożywają	eat	0	1	1	-1	1	1	1	0	1
wpompował	pump	0	0	0	1	1	1	1	0	1
instytutom	institute	1	1	1	1	1	1	1	0	1
zbytu	market	0	0	0	1	1	1	1	0	1
spłacił	repay	1	1	1	1	1	1	1	0	1
podmiotowość	be	0	1	0	0	0	0	1	0	1
naczelnymi	be	0	1	0	0	0	0	1	0	1
współprawodawcy	strengthen	1	1	0	1	0	1	1	1	0
wycofuję	withdraw	0	0	0	-1	0	1	1	0	0
krytykowania	do	1	1	1	0	0	1	1	0	1
prawowity	enjoy	1	1	1	1	1	1	1	1	1
odbioru	be	0	1	0	0	0	0	1	0	1
definicja	be	0	1	0	0	0	0	1	0	1
obróbce	treat	1	1	1	1	0	1	1	1	1
wzorować	be	0	1	0	0	0	0	1	0	1
definicje	consist	0	0	0	0	0	0	-1	0	0
utrudniających	hamper	0	-1	-1	-1	0	1	-1	-1	-1
definicji	define	0	0	0	1	1	1	1	0	0
cieplne	heat	0	0	0	1	0	0	-1	0	1
sfinansowania	finance	1	1	1	1	1	1	1	0	1
sfinansowanie	finance	1	1	1	1	1	1	1	0	1
akurat	happen	0	0	0	0	0	0	-1	0	0
dopilnowały	be	0	1	0	0	0	0	1	0	1
nazwalibyśmy	have	1	1	1	0	0	1	1	0	1
przewyższyły	outweigh	0	0	0	1	0	1	1	0	0
Borrella	be	0	1	0	0	0	0	1	0	1
miłosierdzia	desire	1	1	1	1	0	1	1	1	1
21.	do	1	1	1	0	0	1	1	0	1
zrekompensowałyby	compensate	0	0	0	1	0	1	1	1	0
unowocześnić	upgrade	0	0	0	1	1	1	1	0	1
instrument	measure	0	1	0	0	0	0	1	0	1
obsługiwanych	operate	1	1	1	1	1	1	1	0	1
obradować	sit	0	0	0	0	0	0	0	0	0
korzystającymi	enjoy	1	1	1	1	1	1	1	1	1
odniesiemy	be	0	1	0	0	0	0	1	0	1
wynagrodzeń	wage	0	1	1	1	1	1	1	0	1
zaprzestała	stop	0	0	0	-1	1	1	1	-1	0
powstających	emerge	1	1	0	0	0	1	1	0	1
poruszyć	raise	0	0	1	1	0	0	1	0	1
zaprzestało	have	1	1	1	0	0	1	1	0	1
nagrodzeni	reward	1	1	1	1	0	1	1	1	1
należą	be	0	1	0	0	0	0	1	0	1
wychowawczy	leave	0	0	0	0	0	0	1	-1	0
niedostateczna	lack	0	0	0	0	-1	1	1	0	-1
należę	be	0	1	0	0	0	0	1	0	1
banknotów	note	0	0	0	0	0	0	1	0	0
zaprzestały	stop	0	0	0	-1	1	1	1	-1	0
rejestrach	register	1	0	1	0	1	1	1	0	0
umożliwiające	enable	1	1	0	1	1	1	1	1	0
demonstrujący	be	0	1	0	0	0	0	1	0	1
